participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
52,3,10.8787,1,positive
52,1,2.1046,2,none
52,4,3.0733,3,none
52,1,7.2325,4,negative
52,1,1.4405,5,none
52,2,2.602,6,positive
52,1,3.0372,7,none
52,1,2.2501,8,negative
52,4,2.8163,9,none
52,1,4.9327,10,negative
52,3,3.6526,11,negative
52,2,6.2497,12,negative
52,1,4.0169,13,none
52,1,2.8995,14,negative
52,2,5.6996,15,negative
52,4,3.2876,16,none
52,1,3.1023,17,none
52,4,3.9729,18,negative
52,3,4.7161,19,positive
52,1,2.4662,20,none
52,1,2.9661,21,negative
52,3,2.1861,22,positive
52,4,3.9164,23,none
52,3,2.3664,24,none
52,3,3.0331,25,positive
52,2,3.233,26,positive
52,2,3.9494,27,negative
52,1,3.583,28,negative
52,1,3.3544,29,negative
52,3,3.2874,30,none
52,4,1.9663,31,none
52,1,4.002,32,negative
52,1,2.1162,33,none
52,1,1.8833,34,negative
52,4,1.8535,35,positive
52,2,4.2668,36,positive
52,4,3.984,37,positive
52,1,1.5666,38,positive
52,2,4.2494,39,negative
52,1,2.1992,40,none
52,4,3.4731,41,positive
52,1,3.1666,42,positive
52,3,3.2496,43,positive
52,3,5.0494,44,positive
52,1,2.9193,45,none
52,1,2.9161,46,negative
52,1,2.9003,47,none
52,1,3.6829,48,negative
52,3,3.4493,49,negative
52,4,3.7318,50,negative
52,2,3.8713,51,none
52,3,4.2829,52,positive
52,2,2.3703,53,none
52,4,3.5162,54,positive
52,3,2.583,55,positive
52,1,3.3375,56,none
52,2,10.1666,57,positive
52,2,4.8504,58,positive
52,3,2.7885,59,positive
52,2,4.816,60,positive
