participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
101,4,4.9723,1,positive
101,1,1.834,2,none
101,4,1.9942,3,none
101,1,5.2149,4,negative
101,3,29.4969,5,none
101,1,2.5817,6,positive
101,2,3.4285,7,none
101,4,4.6111,8,negative
101,2,2.8211,9,none
101,4,5.4443,10,negative
101,4,3.0783,11,negative
101,4,2.5437,12,negative
101,1,2.6947,13,none
101,4,3.9647,14,negative
101,4,3.578,15,negative
101,4,5.6788,16,none
101,2,4.6966,17,none
101,4,3.3664,18,negative
101,1,3.877,19,positive
101,2,3.2118,20,none
101,4,6.2263,21,negative
101,1,2.364,22,positive
101,1,3.1114,23,none
101,1,1.7029,24,none
101,1,2.3694,25,positive
101,1,2.1238,26,positive
101,4,5.4772,27,negative
101,3,4.9619,28,negative
101,4,6.3601,29,negative
101,4,1.8961,30,none
101,1,2.4589,31,none
101,4,3.3651,32,negative
101,1,2.494,33,none
101,3,4.0556,34,negative
101,1,2.5675,35,positive
101,1,3.2707,36,positive
101,1,3.4615,37,positive
101,1,2.3906,38,positive
101,1,3.0286,39,negative
101,2,4.1931,40,none
101,1,3.9915,41,positive
101,2,3.8582,42,positive
101,1,2.2933,43,positive
101,1,2.5636,44,positive
101,4,3.3264,45,none
101,3,5.4482,46,negative
101,4,2.8437,47,none
101,4,2.1491,48,negative
101,4,3.0771,49,negative
101,4,2.9954,50,negative
101,1,2.6379,51,none
101,1,2.0806,52,positive
101,3,2.5837,53,none
101,1,2.6162,54,positive
101,1,1.5874,55,positive
101,1,1.8916,56,none
101,1,6.319,57,positive
101,1,1.3608,58,positive
101,2,3.0946,59,positive
101,1,2.2335,60,positive
