participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
57,3,6.327,1,positive
57,2,4.89,2,none
57,3,5.483,3,none
57,1,7.232,4,negative
57,3,4.232,5,none
57,3,2.235,6,positive
57,1,3.087,7,none
57,1,2.571,8,negative
57,3,3.001,9,none
57,2,3.849,10,negative
57,4,3.005,11,negative
57,1,2.362,12,negative
57,1,2.665,13,none
57,2,3.024,14,negative
57,2,5.277,15,negative
57,2,6.276,16,none
57,2,4.239,17,none
57,1,3.415,18,negative
57,3,5.308,19,positive
57,1,1.902,20,none
57,1,3.557,21,negative
57,4,2.498,22,positive
57,1,2.879,23,none
57,4,2.904,24,none
57,4,2.019,25,positive
57,3,8.77,26,positive
57,1,3.554,27,negative
57,2,3.515,28,negative
57,1,4.534,29,negative
57,3,2.715,30,none
57,4,2.216,31,none
57,2,4.11,32,negative
57,2,3.421,33,none
57,2,2.931,34,negative
57,4,2.632,35,positive
57,4,2.712,36,positive
57,4,3.87,37,positive
57,1,3.281,38,positive
57,2,6.983,39,negative
57,1,2.778,40,none
57,4,3.113,41,positive
57,3,3.68,42,positive
57,4,5.688,43,positive
57,4,3.356,44,positive
57,4,3.855,45,none
57,2,3.383,46,negative
57,4,2.446,47,none
57,2,6.52,48,negative
57,2,5.19,49,negative
57,1,2.594,50,negative
57,1,2.684,51,none
57,4,2.187,52,positive
57,1,2.967,53,none
57,4,2.623,54,positive
57,3,3.306,55,positive
57,1,2.405,56,none
57,4,4.576,57,positive
57,4,2.013,58,positive
57,4,2.305,59,positive
57,3,4.205,60,positive
