participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
114,3,10.6786,1,positive
114,2,3.5896,2,none
114,4,4.197,3,none
114,2,7.1879,4,negative
114,3,4.1728,5,none
114,3,3.1735,6,positive
114,1,4.748,7,none
114,2,3.8564,8,negative
114,2,6.0811,9,none
114,1,4.4613,10,negative
114,4,4.9765,11,negative
114,2,4.4155,12,negative
114,1,3.1477,13,none
114,2,4.1142,14,negative
114,3,6.1737,15,negative
114,4,4.08,16,none
114,3,5.0922,17,none
114,4,4.2225,18,negative
114,3,6.0568,19,positive
114,1,5.0741,20,none
114,4,6.4239,21,negative
114,3,6.1042,22,positive
114,3,9.2473,23,none
114,4,3.6908,24,none
114,2,5.1081,25,positive
114,2,3.6019,26,positive
114,2,6.9959,27,negative
114,2,7.3709,28,negative
114,2,6.2562,29,negative
114,3,4.3582,30,none
114,4,2.8807,31,none
114,4,4.9101,32,negative
114,2,2.6296,33,none
114,2,4.1995,34,negative
114,3,3.5007,35,positive
114,2,4.1769,36,positive
114,3,7.1051,37,positive
114,1,2.7402,38,positive
114,1,5.1226,39,negative
114,1,3.6663,40,none
114,4,4.4945,41,positive
114,1,3.4791,42,positive
114,3,5.8453,43,positive
114,3,4.9251,44,positive
114,3,8.5049,45,none
114,4,4.2873,46,negative
114,1,2.8075,47,none
114,2,4.3955,48,negative
114,4,7.6895,49,negative
114,4,4.7912,50,negative
114,1,4.2051,51,none
114,2,5.5689,52,positive
114,1,3.1606,53,none
114,3,5.297,54,positive
114,2,3.3637,55,positive
114,1,2.8402,56,none
114,4,6.1902,57,positive
114,3,4.5472,58,positive
114,3,5.0566,59,positive
114,3,4.8344,60,positive
