participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
66,4,7.494,1,positive
66,3,17.8672,2,none
66,1,3.258,3,none
66,4,11.5905,4,negative
66,1,1.8252,5,none
66,1,2.7103,6,positive
66,2,4.5098,7,none
66,4,2.9523,8,negative
66,3,3.0838,9,none
66,4,4.1331,10,negative
66,3,5.7791,11,negative
66,4,3.0996,12,negative
66,2,3.3942,13,none
66,4,3.432,14,negative
66,3,15.684,15,negative
66,4,2.4003,16,none
66,2,4.7672,17,none
66,4,11.3309,18,negative
66,1,5.5999,19,positive
66,2,2.9357,20,none
66,4,2.5801,21,negative
66,1,3.0123,22,positive
66,3,3.3359,23,none
66,2,2.2345,24,none
66,1,2.2359,25,positive
66,1,2.3992,26,positive
66,3,6.2791,27,negative
66,3,6.0842,28,negative
66,4,3.0339,29,negative
66,4,1.4331,30,none
66,2,2.9203,31,none
66,4,2.6518,32,negative
66,2,1.7072,33,none
66,4,1.9339,34,negative
66,1,6.0133,35,positive
66,1,4.8673,36,positive
66,2,6.3589,37,positive
66,1,2.4243,38,positive
66,2,3.6515,39,negative
66,3,5.0496,40,none
66,1,2.5901,41,positive
66,2,2.2598,42,positive
66,1,3.218,43,positive
66,2,2.5669,44,positive
66,2,2.9676,45,none
66,4,3.918,46,negative
66,4,3.4356,47,none
66,4,2.3616,48,negative
66,3,4.8615,49,negative
66,4,3.2166,50,negative
66,2,4.5117,51,none
66,2,2.2096,52,positive
66,3,2.2662,53,none
66,2,2.254,54,positive
66,2,2.0815,55,positive
66,2,2.7236,56,none
66,1,4.3038,57,positive
66,1,2.5131,58,positive
66,2,2.6508,59,positive
66,2,4.3031,60,positive
