participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
103,3,4.422,1,positive
103,3,5.6058,2,none
103,3,5.5842,3,none
103,2,6.0671,4,negative
103,2,1.9365,5,none
103,2,2.8994,6,positive
103,2,3.0751,7,none
103,3,3.0232,8,negative
103,2,3.1772,9,none
103,3,4.594,10,negative
103,3,2.6415,11,negative
103,3,5.4015,12,negative
103,3,2.4022,13,none
103,4,4.2521,14,negative
103,2,4.1414,15,negative
103,4,2.3917,16,none
103,3,4.3841,17,none
103,4,2.9524,18,negative
103,1,5.1203,19,positive
103,3,2.7961,20,none
103,4,2.5277,21,negative
103,2,2.3689,22,positive
103,3,6.3603,23,none
103,3,1.9316,24,none
103,2,1.6573,25,positive
103,2,3.1246,26,positive
103,4,5.6588,27,negative
103,3,8.7539,28,negative
103,3,5.7471,29,negative
103,3,2.3124,30,none
103,4,2.1099,31,none
103,4,2.0647,32,negative
103,3,2.0343,33,none
103,2,3.2483,34,negative
103,2,4.269,35,positive
103,2,3.2841,36,positive
103,3,5.1831,37,positive
103,1,3.1043,38,positive
103,2,3.4814,39,negative
103,4,2.7392,40,none
103,2,3.7812,41,positive
103,1,4.1909,42,positive
103,3,4.4096,43,positive
103,1,2.5564,44,positive
103,4,3.1414,45,none
103,4,1.992,46,negative
103,4,2.9266,47,none
103,3,3.427,48,negative
103,3,3.1866,49,negative
103,4,3.0198,50,negative
103,4,5.3561,51,none
103,2,3.4736,52,positive
103,2,1.983,53,none
103,3,2.5626,54,positive
103,2,2.6302,55,positive
103,3,3.3906,56,none
103,1,5.6844,57,positive
103,3,1.8192,58,positive
103,2,2.2521,59,positive
103,3,8.9904,60,positive
