participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
41,1,4.4849,1,positive
41,4,1.5092,2,none
41,1,1.8626,3,none
41,4,4.8379,4,negative
41,4,2.1738,5,none
41,1,1.7775,6,positive
41,3,4.1961,7,none
41,4,1.7921,8,negative
41,2,12.0722,9,none
41,2,5.6592,10,negative
41,4,4.205,11,negative
41,1,3.9736,12,negative
41,1,3.6262,13,none
41,1,3.2416,14,negative
41,1,4.2566,15,negative
41,2,6.2231,16,none
41,2,2.1937,17,none
41,4,3.807,18,negative
41,3,5.889,19,positive
41,3,4.9252,20,none
41,2,2.8414,21,negative
41,3,2.0084,22,positive
41,3,7.5538,23,none
41,4,3.0935,24,none
41,4,2.3485,25,positive
41,4,2.6095,26,positive
41,1,5.6887,27,negative
41,1,2.9257,28,negative
41,1,40.6832,29,negative
41,2,4.0015,30,none
41,4,2.5187,31,none
41,2,3.7986,32,negative
41,2,2.8809,33,none
41,1,3.4668,34,negative
41,4,4.7319,35,positive
41,3,3.4183,36,positive
41,4,3.1679,37,positive
41,1,3.2275,38,positive
41,1,3.2664,39,negative
41,2,2.9718,40,none
41,4,5.3655,41,positive
41,3,3.2821,42,positive
41,1,5.2161,43,positive
41,3,2.6126,44,positive
41,3,3.5983,45,none
41,3,5.901,46,negative
41,3,39.4134,47,none
41,1,2.5201,48,negative
41,1,4.4527,49,negative
41,1,3.4334,50,negative
41,1,2.6409,51,none
41,3,3.2154,52,positive
41,4,4.2136,53,none
41,3,3.4141,54,positive
41,3,2.6049,55,positive
41,1,8.9604,56,none
41,1,2.8712,57,positive
41,3,1.4818,58,positive
41,4,3.3212,59,positive
41,3,4.5985,60,positive
