participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
85,3,3.2976,1,positive
85,3,1.3234,2,none
85,2,1.6197,3,none
85,3,23.7209,4,negative
85,3,1.4198,5,none
85,4,0.7461,6,positive
85,4,2.0625,7,none
85,2,1.4461,8,negative
85,3,2.4219,9,none
85,3,1.9278,10,negative
85,4,10.4361,11,negative
85,3,3.093,12,negative
85,2,2.1616,13,none
85,3,3.183,14,negative
85,2,2.7284,15,negative
85,3,1.9664,16,none
85,2,2.3589,17,none
85,3,2.0639,18,negative
85,2,4.0128,19,positive
85,2,1.0917,20,none
85,3,2.2505,21,negative
85,2,1.2715,22,positive
85,2,1.6901,23,none
85,2,1.0974,24,none
85,2,1.1329,25,positive
85,2,1.8018,26,positive
85,3,4.8314,27,negative
85,3,4.6391,28,negative
85,3,2.0467,29,negative
85,2,1.1854,30,none
85,3,1.2839,31,none
85,4,1.7346,32,negative
85,2,1.6537,33,none
85,3,1.2718,34,negative
85,3,1.5881,35,positive
85,2,3.6125,36,positive
85,3,2.5136,37,positive
85,2,1.4078,38,positive
85,2,2.8221,39,negative
85,2,1.4451,40,none
85,2,3.5007,41,positive
85,2,2.0336,42,positive
85,1,2.913,43,positive
85,2,3.0032,44,positive
85,1,2.6718,45,none
85,2,1.6291,46,negative
85,4,2.1352,47,none
85,3,2.03,48,negative
85,3,2.3716,49,negative
85,3,2.4114,50,negative
85,2,0.9963,51,none
85,2,1.7448,52,positive
85,2,1.8055,53,none
85,2,7.035,54,positive
85,2,1.0311,55,positive
85,2,1.9514,56,none
85,3,4.7154,57,positive
85,2,1.0445,58,positive
85,2,1.1966,59,positive
85,2,1.5614,60,positive
