participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
56,2,5.014,1,positive
56,1,2.69,2,none
56,1,2.798,3,none
56,1,11.202,4,negative
56,3,3.735,5,none
56,2,2.634,6,positive
56,1,3.477,7,none
56,1,2.46,8,negative
56,3,3.388,9,none
56,4,4.625,10,negative
56,3,7.794,11,negative
56,4,3.775,12,negative
56,1,2.745,13,none
56,1,4.362,14,negative
56,1,8.961,15,negative
56,2,5.202,16,none
56,1,3.044,17,none
56,4,3.262,18,negative
56,3,10.761,19,positive
56,2,6.595,20,none
56,2,7.194,21,negative
56,3,4.11,22,positive
56,1,3.662,23,none
56,1,2.961,24,none
56,3,5.278,25,positive
56,2,3.31,26,positive
56,4,7.947,27,negative
56,2,5.504,28,negative
56,4,7.366,29,negative
56,4,3.027,30,none
56,4,3.482,31,none
56,3,4.678,32,negative
56,4,4.078,33,none
56,2,2.775,34,negative
56,4,3.678,35,positive
56,3,5.103,36,positive
56,3,7.276,37,positive
56,1,2.116,38,positive
56,4,5.81,39,negative
56,1,3.979,40,none
56,1,5.21,41,positive
56,1,3.342,42,positive
56,1,1.56,43,positive
56,3,4.653,44,positive
56,1,3.83,45,none
56,4,3.378,46,negative
56,1,2.364,47,none
56,4,5.284,48,negative
56,3,5.63,49,negative
56,4,4.661,50,negative
56,3,42.843,51,none
56,4,3.209,52,positive
56,1,1.932,53,none
56,3,4.214,54,positive
56,3,3.295,55,positive
56,4,4.894,56,none
56,1,3.794,57,positive
56,4,2.642,58,positive
56,3,3.886,59,positive
56,2,3.062,60,positive
