participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
93,2,5.6742,1,positive
93,1,1.9963,2,none
93,3,3.9839,3,none
93,3,7.2406,4,negative
93,2,2.4997,5,none
93,1,1.132,6,positive
93,2,2.3986,7,none
93,2,2.5506,8,negative
93,3,1.7367,9,none
93,4,6.7566,10,negative
93,2,3.6998,11,negative
93,4,1.935,12,negative
93,4,1.8482,13,none
93,4,3.4436,14,negative
93,3,14.1625,15,negative
93,4,4.0182,16,none
93,3,2.6187,17,none
93,4,1.9066,18,negative
93,1,3.0497,19,positive
93,1,1.9528,20,none
93,4,7.0364,21,negative
93,2,1.9319,22,positive
93,4,2.8179,23,none
93,2,1.6288,24,none
93,1,1.6022,25,positive
93,1,2.0398,26,positive
93,4,2.9437,27,negative
93,3,4.7731,28,negative
93,4,5.5747,29,negative
93,4,1.801,30,none
93,2,2.2213,31,none
93,4,1.74,32,negative
93,2,2.1996,33,none
93,4,1.3691,34,negative
93,2,2.8658,35,positive
93,1,30.4705,36,positive
93,3,4.5497,37,positive
93,1,1.3309,38,positive
93,1,2.55,39,negative
93,2,19.0003,40,none
93,1,1.699,41,positive
93,1,1.6908,42,positive
93,1,2.02,43,positive
93,2,2.4697,44,positive
93,2,3.0671,45,none
93,4,2.203,46,negative
93,1,2.1024,47,none
93,4,1.8045,48,negative
93,4,3.0721,49,negative
93,4,2.2089,50,negative
93,1,2.1006,51,none
93,1,1.3844,52,positive
93,2,1.4205,53,none
93,3,4.0838,54,positive
93,2,2.4424,55,positive
93,1,3.4706,56,none
93,3,5.0878,57,positive
93,2,1.0807,58,positive
93,1,1.5992,59,positive
93,1,1.767,60,positive
