participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
81,2,3.9917,1,positive
81,3,2.7065,2,none
81,1,7.1534,3,none
81,3,10.4968,4,negative
81,3,1.7254,5,none
81,1,3.2155,6,positive
81,2,2.5901,7,none
81,3,2.1359,8,negative
81,1,1.585,9,none
81,3,4.2921,10,negative
81,3,2.8991,11,negative
81,3,3.2395,12,negative
81,3,2.2059,13,none
81,4,3.9549,14,negative
81,3,3.346,15,negative
81,3,4.0965,16,none
81,3,3.1791,17,none
81,4,4.7712,18,negative
81,2,6.3209,19,positive
81,4,3.3551,20,none
81,3,3.7654,21,negative
81,1,2.4172,22,positive
81,2,4.784,23,none
81,3,2.6895,24,none
81,2,2.7235,25,positive
81,2,2.0981,26,positive
81,4,7.5079,27,negative
81,3,4.1063,28,negative
81,2,4.2626,29,negative
81,4,2.4816,30,none
81,4,1.8471,31,none
81,3,5.6073,32,negative
81,1,1.9941,33,none
81,4,3.6629,34,negative
81,1,4.6398,35,positive
81,2,5.0816,36,positive
81,3,4.5651,37,positive
81,1,2.6459,38,positive
81,2,4.0994,39,negative
81,2,4.035,40,none
81,2,3.0239,41,positive
81,2,2.5134,42,positive
81,2,3.0133,43,positive
81,2,2.768,44,positive
81,4,5.2367,45,none
81,4,2.5207,46,negative
81,2,4.5411,47,none
81,3,3.294,48,negative
81,4,3.3714,49,negative
81,4,2.8139,50,negative
81,1,2.7818,51,none
81,2,4.7709,52,positive
81,3,2.8077,53,none
81,2,2.9088,54,positive
81,2,1.8545,55,positive
81,1,2.4826,56,none
81,2,5.6517,57,positive
81,2,1.4667,58,positive
81,2,1.8192,59,positive
81,1,2.6582,60,positive
