participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
89,1,3.8907,1,positive
89,3,2.9582,2,none
89,4,7.0714,3,none
89,4,9.081,4,negative
89,1,2.3115,5,none
89,1,3.0952,6,positive
89,2,4.2152,7,none
89,4,5.0808,8,negative
89,2,5.1339,9,none
89,3,4.7708,10,negative
89,3,7.5878,11,negative
89,4,3.7073,12,negative
89,4,2.2326,13,none
89,4,4.438,14,negative
89,4,5.9353,15,negative
89,3,3.5486,16,none
89,1,3.1052,17,none
89,4,3.541,18,negative
89,2,4.8427,19,positive
89,2,4.3117,20,none
89,4,3.8761,21,negative
89,1,2.9238,22,positive
89,1,3.3879,23,none
89,1,2.8127,24,none
89,2,3.2219,25,positive
89,1,3.0082,26,positive
89,4,4.1912,27,negative
89,3,3.7773,28,negative
89,4,4.8288,29,negative
89,4,3.7978,30,none
89,3,3.0232,31,none
89,4,4.0744,32,negative
89,3,5.8895,33,none
89,4,3.6781,34,negative
89,1,3.3739,35,positive
89,2,3.7432,36,positive
89,2,6.7345,37,positive
89,1,3.4142,38,positive
89,2,4.3214,39,negative
89,1,3.2815,40,none
89,1,3.7973,41,positive
89,1,2.8497,42,positive
89,1,3.2488,43,positive
89,2,3.5301,44,positive
89,3,4.7465,45,none
89,3,3.7325,46,negative
89,4,3.6155,47,none
89,4,4.9967,48,negative
89,3,3.3643,49,negative
89,3,4.3972,50,negative
89,1,3.6487,51,none
89,2,3.2978,52,positive
89,3,2.9307,53,none
89,2,4.0887,54,positive
89,2,2.4407,55,positive
89,2,4.4594,56,none
89,3,3.1512,57,positive
89,3,1.4341,58,positive
89,2,4.2013,59,positive
89,2,4.2227,60,positive
