participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
35,3,4.1168,1,positive
35,2,2.8685,2,none
35,3,2.9271,3,none
35,4,8.2397,4,negative
35,2,2.8632,5,none
35,1,2.8307,6,positive
35,3,2.0151,7,none
35,2,1.8297,8,negative
35,4,2.0596,9,none
35,3,3.01,10,negative
35,4,2.9068,11,negative
35,2,2.498,12,negative
35,2,2.2269,13,none
35,3,3.0174,14,negative
35,2,8.1835,15,negative
35,2,2.7367,16,none
35,1,3.3195,17,none
35,4,2.6531,18,negative
35,3,4.14,19,positive
35,3,2.0463,20,none
35,3,1.9464,21,negative
35,4,2.7562,22,positive
35,2,4.1265,23,none
35,2,2.2281,24,none
35,3,1.7269,25,positive
35,3,2.3012,26,positive
35,4,4.8588,27,negative
35,2,3.7775,28,negative
35,1,3.331,29,negative
35,3,2.1623,30,none
35,4,2.0543,31,none
35,4,3.8075,32,negative
35,2,1.9578,33,none
35,2,2.246,34,negative
35,3,2.166,35,positive
35,4,2.3203,36,positive
35,3,3.0767,37,positive
35,1,1.9805,38,positive
35,3,3.3238,39,negative
35,2,2.3368,40,none
35,3,2.3106,41,positive
35,2,4.2168,42,positive
35,2,2.6562,43,positive
35,3,2.6525,44,positive
35,1,3.4969,45,none
35,2,2.3226,46,negative
35,4,2.0669,47,none
35,3,3.0719,48,negative
35,3,2.5536,49,negative
35,4,2.2548,50,negative
35,3,3.1416,51,none
35,4,1.9396,52,positive
35,2,2.3688,53,none
35,3,2.255,54,positive
35,2,2.0059,55,positive
35,2,3.9119,56,none
35,4,2.2029,57,positive
35,4,1.7482,58,positive
35,3,1.9925,59,positive
35,3,2.8952,60,positive
