participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
102,2,4.3918,1,positive
102,3,1.9647,2,none
102,2,4.0638,3,none
102,2,7.1644,4,negative
102,2,1.015,5,none
102,2,2.5588,6,positive
102,4,4.176,7,none
102,3,2.4429,8,negative
102,4,1.8105,9,none
102,3,5.0228,10,negative
102,3,3.0347,11,negative
102,3,2.0674,12,negative
102,2,2.532,13,none
102,3,5.9828,14,negative
102,2,4.8127,15,negative
102,4,3.6161,16,none
102,4,3.2652,17,none
102,4,2.4131,18,negative
102,2,5.7843,19,positive
102,2,2.0851,20,none
102,4,3.9039,21,negative
102,3,1.6382,22,positive
102,2,5.1705,23,none
102,2,1.6542,24,none
102,2,5.3445,25,positive
102,2,1.7371,26,positive
102,4,3.9248,27,negative
102,4,3.0772,28,negative
102,4,4.8561,29,negative
102,4,3.12,30,none
102,3,4.11,31,none
102,4,3.1175,32,negative
102,4,4.4269,33,none
102,3,1.6876,34,negative
102,2,4.8638,35,positive
102,2,3.558,36,positive
102,3,3.2743,37,positive
102,1,1.7909,38,positive
102,3,4.899,39,negative
102,2,3.8037,40,none
102,2,2.6731,41,positive
102,3,3.4485,42,positive
102,2,2.9193,43,positive
102,2,1.8884,44,positive
102,1,2.0941,45,none
102,3,3.742,46,negative
102,1,2.5811,47,none
102,3,4.6171,48,negative
102,3,3.8275,49,negative
102,3,3.0366,50,negative
102,2,2.1574,51,none
102,2,1.7542,52,positive
102,2,2.0544,53,none
102,2,3.3727,54,positive
102,2,1.7263,55,positive
102,3,2.3688,56,none
102,2,3.0729,57,positive
102,2,3.2077,58,positive
102,3,2.8377,59,positive
102,2,2.7426,60,positive
