participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
108,4,4.768,1,positive
108,3,2.244,2,none
108,3,2.5,3,none
108,3,3.404,4,negative
108,1,2.944,5,none
108,1,7.993,6,positive
108,1,3.112,7,none
108,1,3.262,8,negative
108,3,4.014,9,none
108,4,5.991,10,negative
108,4,2.881,11,negative
108,4,2.877,12,negative
108,2,2.861,13,none
108,2,3.128,14,negative
108,2,3.458,15,negative
108,3,4.079,16,none
108,3,3.582,17,none
108,4,3.032,18,negative
108,2,6.294,19,positive
108,2,3.712,20,none
108,4,2.832,21,negative
108,4,2.716,22,positive
108,1,3.01,23,none
108,1,3.365,24,none
108,1,2.617,25,positive
108,1,3.477,26,positive
108,3,5.924,27,negative
108,1,3.76,28,negative
108,1,3.72,29,negative
108,2,2.695,30,none
108,4,2.093,31,none
108,4,3.148,32,negative
108,4,2.049,33,none
108,4,2.827,34,negative
108,4,2.597,35,positive
108,1,3.36,36,positive
108,3,4.072,37,positive
108,1,2.233,38,positive
108,4,3.994,39,negative
108,1,3.27,40,none
108,1,3.339,41,positive
108,3,4.526,42,positive
108,1,3.04,43,positive
108,1,2.109,44,positive
108,1,3.377,45,none
108,4,2.815,46,negative
108,1,3.03,47,none
108,4,2.515,48,negative
108,4,3.056,49,negative
108,4,2.91,50,negative
108,1,2.539,51,none
108,1,2.464,52,positive
108,4,1.079,53,none
108,1,2.816,54,positive
108,1,1.865,55,positive
108,3,2.912,56,none
108,3,5.56,57,positive
108,1,2.282,58,positive
108,1,2.316,59,positive
108,2,5.878,60,positive
