participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
34,3,10.6927,1,positive
34,3,14.6408,2,none
34,4,8.9302,3,none
34,2,10.5985,4,negative
34,2,3.76,5,none
34,2,5.9502,6,positive
34,2,8.086,7,none
34,1,3.0815,8,negative
34,4,4.1648,9,none
34,2,12.7526,10,negative
34,4,4.9629,11,negative
34,3,6.9354,12,negative
34,1,24.6297,13,none
34,2,6.0978,14,negative
34,2,6.2583,15,negative
34,4,5.5666,16,none
34,2,5.2625,17,none
34,4,4.7488,18,negative
34,2,8.4934,19,positive
34,1,3.5376,20,none
34,3,7.6746,21,negative
34,3,4.532,22,positive
34,2,7.9224,23,none
34,3,9.9456,24,none
34,3,4.147,25,positive
34,3,7.3723,26,positive
34,4,9.0742,27,negative
34,4,10.1081,28,negative
34,3,8.5099,29,negative
34,3,7.1972,30,none
34,4,2.1421,31,none
34,4,2.0709,32,negative
34,3,4.9145,33,none
34,3,13.2909,34,negative
34,4,2.9363,35,positive
34,4,16.5793,36,positive
34,3,5.7859,37,positive
34,1,2.9724,38,positive
34,3,11.9575,39,negative
34,3,5.0901,40,none
34,3,5.8034,41,positive
34,1,5.9254,42,positive
34,3,13.9625,43,positive
34,3,5.265,44,positive
34,3,5.7446,45,none
34,4,4.3059,46,negative
34,1,2.8071,47,none
34,4,5.99,48,negative
34,3,11.5196,49,negative
34,1,12.2205,50,negative
34,4,5.9282,51,none
34,3,4.3905,52,positive
34,1,2.6263,53,none
34,3,6.0027,54,positive
34,3,3.8824,55,positive
34,2,5.0329,56,none
34,3,8.1822,57,positive
34,3,4.665,58,positive
34,2,9.2763,59,positive
34,3,7.5322,60,positive
