participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
71,1,12.0158,1,positive
71,4,6.8972,2,none
71,1,7.8527,3,none
71,2,11.257,4,negative
71,3,7.2218,5,none
71,1,3.6078,6,positive
71,3,5.7645,7,none
71,3,6.6703,8,negative
71,4,5.1984,9,none
71,4,8.6641,10,negative
71,4,7.0651,11,negative
71,4,3.9713,12,negative
71,1,7.4259,13,none
71,4,10.1808,14,negative
71,3,11.5042,15,negative
71,2,7.6367,16,none
71,2,7.7218,17,none
71,4,9.1815,18,negative
71,2,8.5853,19,positive
71,1,4.3462,20,none
71,3,8.1241,21,negative
71,2,10.6241,22,positive
71,1,16.0059,23,none
71,2,6.1479,24,none
71,2,4.9971,25,positive
71,2,5.1919,26,positive
71,3,12.7886,27,negative
71,4,10.8635,28,negative
71,3,19.7818,29,negative
71,4,6.8653,30,none
71,4,7.7831,31,none
71,4,6.1714,32,negative
71,3,7.3812,33,none
71,4,6.8178,34,negative
71,2,8.2747,35,positive
71,2,5.7972,36,positive
71,2,9.2085,37,positive
71,1,3.6991,38,positive
71,2,6.2997,39,negative
71,2,8.2814,40,none
71,1,12.0393,41,positive
71,1,4.8808,42,positive
71,1,3.9218,43,positive
71,1,3.9968,44,positive
71,4,7.45,45,none
71,3,5.819,46,negative
71,1,5.9405,47,none
71,4,6.0497,48,negative
71,3,4.6063,49,negative
71,1,11.67,50,negative
71,1,5.7815,51,none
71,2,5.6968,52,positive
71,2,3.1291,53,none
71,2,6.084,54,positive
71,3,13.8653,55,positive
71,2,6.435,56,none
71,2,6.5184,57,positive
71,2,6.9916,58,positive
71,2,3.8999,59,positive
71,1,4.5313,60,positive
