participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
32,1,6.0604,1,positive
32,3,4.7861,2,none
32,4,4.2323,3,none
32,2,6.9309,4,negative
32,3,2.9336,5,none
32,3,2.7023,6,positive
32,1,2.4854,7,none
32,3,8.8497,8,negative
32,3,3.6532,9,none
32,1,2.9664,10,negative
32,4,3.3515,11,negative
32,3,5.101,12,negative
32,4,2.7273,13,none
32,1,3.8662,14,negative
32,1,4.3433,15,negative
32,4,3.2854,16,none
32,3,4.0387,17,none
32,4,2.4496,18,negative
32,4,4.4489,19,positive
32,1,6.8016,20,none
32,1,2.527,21,negative
32,3,2.5668,22,positive
32,4,2.4938,23,none
32,4,2.1664,24,none
32,4,1.6028,25,positive
32,2,2.948,26,positive
32,4,4.9494,27,negative
32,2,5.7017,28,negative
32,2,3.9601,29,negative
32,2,2.3942,30,none
32,3,2.0267,31,none
32,3,4.5157,32,negative
32,3,3.0492,33,none
32,1,2.4997,34,negative
32,3,2.0348,35,positive
32,3,3.7515,36,positive
32,2,4.5326,37,positive
32,3,3.3856,38,positive
32,3,5.1823,39,negative
32,4,3.452,40,none
32,4,4.184,41,positive
32,1,3.4934,42,positive
32,3,3.928,43,positive
32,3,2.5455,44,positive
32,3,2.4328,45,none
32,2,2.4998,46,negative
32,3,4.5317,47,none
32,1,2.9272,48,negative
32,3,2.8331,49,negative
32,3,3.0506,50,negative
32,4,6.4317,51,none
32,3,2.4377,52,positive
32,1,3.3354,53,none
32,3,3.2167,54,positive
32,4,3.0498,55,positive
32,1,2.9827,56,none
32,2,5.9934,57,positive
32,1,4.649,58,positive
32,4,3.1447,59,positive
32,2,4.1545,60,positive
