participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
78,3,3.8787,1,positive
78,1,2.2202,2,none
78,1,2.2361,3,none
78,1,5.5404,4,negative
78,3,2.7686,5,none
78,2,2.6388,6,positive
78,4,3.8242,7,none
78,2,2.9356,8,negative
78,1,2.17,9,none
78,2,3.8651,10,negative
78,3,9.1805,11,negative
78,4,9.688,12,negative
78,3,4.1071,13,none
78,3,8.711,14,negative
78,2,7.9379,15,negative
78,4,2.8528,16,none
78,3,3.8053,17,none
78,4,3.3632,18,negative
78,1,4.028,19,positive
78,1,2.8922,20,none
78,4,3.4198,21,negative
78,1,3.2104,22,positive
78,3,3.4379,23,none
78,1,5.3035,24,none
78,1,2.0199,25,positive
78,1,3.2624,26,positive
78,2,4.1191,27,negative
78,3,4.891,28,negative
78,4,3.4588,29,negative
78,3,2.6871,30,none
78,4,2.7451,31,none
78,2,4.4271,32,negative
78,1,1.9187,33,none
78,1,4.5822,34,negative
78,2,2.4696,35,positive
78,3,2.8801,36,positive
78,2,8.0276,37,positive
78,1,1.631,38,positive
78,2,4.5765,39,negative
78,3,2.6473,40,none
78,1,3.6767,41,positive
78,2,3.2074,42,positive
78,3,3.4583,43,positive
78,2,3.07,44,positive
78,2,2.5082,45,none
78,3,6.0516,46,negative
78,1,2.6468,47,none
78,4,4.665,48,negative
78,3,3.7363,49,negative
78,2,2.8354,50,negative
78,2,3.8555,51,none
78,2,6.1184,52,positive
78,2,1.62,53,none
78,3,4.1192,54,positive
78,2,2.7578,55,positive
78,2,1.9629,56,none
78,1,3.5525,57,positive
78,2,1.7557,58,positive
78,3,3.3356,59,positive
78,1,3.329,60,positive
