participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
50,4,6.033,1,positive
50,4,2.148,2,none
50,4,2.752,3,none
50,1,11.475,4,negative
50,1,1.749,5,none
50,2,3.596,6,positive
50,1,5.998,7,none
50,1,2.657,8,negative
50,4,1.895,9,none
50,2,10.045,10,negative
50,4,3.247,11,negative
50,1,8.095,12,negative
50,4,3.35,13,none
50,3,5.812,14,negative
50,4,12.223,15,negative
50,4,3.495,16,none
50,1,5.831,17,none
50,4,2.969,18,negative
50,3,5.433,19,positive
50,3,8.71,20,none
50,3,8.615,21,negative
50,4,2.062,22,positive
50,3,4.886,23,none
50,4,1.804,24,none
50,4,3.064,25,positive
50,4,4.974,26,positive
50,3,5.622,27,negative
50,3,6.113,28,negative
50,2,5.164,29,negative
50,3,6.968,30,none
50,4,1.691,31,none
50,1,7.466,32,negative
50,1,4.183,33,none
50,4,4.814,34,negative
50,4,4.211,35,positive
50,4,3.826,36,positive
50,4,8.68,37,positive
50,2,5.812,38,positive
50,3,9.029,39,negative
50,4,4.028,40,none
50,4,3.017,41,positive
50,4,6.552,42,positive
50,2,6.352,43,positive
50,4,3.892,44,positive
50,2,3.929,45,none
50,2,8.778,46,negative
50,2,5.768,47,none
50,3,5.959,48,negative
50,4,9.042,49,negative
50,1,4.728,50,negative
50,4,3.478,51,none
50,4,4.499,52,positive
50,1,5.429,53,none
50,4,3.604,54,positive
50,3,7.081,55,positive
50,2,3.616,56,none
50,2,12.511,57,positive
50,3,3.264,58,positive
50,1,4.69,59,positive
50,2,7.943,60,positive
