participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
105,1,7.9617,1,positive
105,2,4.9789,2,none
105,4,4.5807,3,none
105,3,4.9962,4,negative
105,1,1.8275,5,none
105,4,2.8102,6,positive
105,1,2.8253,7,none
105,2,3.8962,8,negative
105,3,2.6832,9,none
105,4,3.6149,10,negative
105,3,4.3423,11,negative
105,3,5.6877,12,negative
105,4,3.4512,13,none
105,4,7.1853,14,negative
105,2,5.1626,15,negative
105,3,4.2333,16,none
105,2,2.3135,17,none
105,4,1.987,18,negative
105,2,4.1389,19,positive
105,1,1.9001,20,none
105,2,7.2649,21,negative
105,3,2.8768,22,positive
105,3,4.3297,23,none
105,3,1.852,24,none
105,2,2.9697,25,positive
105,1,3.193,26,positive
105,1,11.2428,27,negative
105,2,7.3349,28,negative
105,2,6.842,29,negative
105,4,2.4082,30,none
105,4,1.4229,31,none
105,2,3.8639,32,negative
105,1,5.3005,33,none
105,1,4.7898,34,negative
105,2,6.6535,35,positive
105,3,6.3396,36,positive
105,2,4.9177,37,positive
105,1,3.3443,38,positive
105,1,3.3218,39,negative
105,3,3.1566,40,none
105,1,2.2307,41,positive
105,1,2.6924,42,positive
105,3,4.7517,43,positive
105,1,2.6009,44,positive
105,4,3.8248,45,none
105,4,2.2632,46,negative
105,2,5.0129,47,none
105,4,7.0016,48,negative
105,2,14.1868,49,negative
105,1,4.2666,50,negative
105,4,3.1105,51,none
105,1,2.6573,52,positive
105,1,1.7753,53,none
105,1,4.0239,54,positive
105,2,2.9916,55,positive
105,2,3.2309,56,none
105,1,3.2123,57,positive
105,2,2.9795,58,positive
105,4,2.131,59,positive
105,3,2.7252,60,positive
