participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
31,4,4.703,1,positive
31,1,1.232,2,none
31,4,2.372,3,none
31,1,5.764,4,negative
31,2,2.104,5,none
31,2,2.216,6,positive
31,1,2.686,7,none
31,2,2.109,8,negative
31,4,1.632,9,none
31,1,3.139,10,negative
31,3,12.279,11,negative
31,1,3.833,12,negative
31,3,2.806,13,none
31,1,3.093,14,negative
31,2,3.23,15,negative
31,3,3.732,16,none
31,2,3.065,17,none
31,4,1.778,18,negative
31,4,7.616,19,positive
31,1,1.381,20,none
31,1,2.304,21,negative
31,2,4.219,22,positive
31,4,5.636,23,none
31,4,2.874,24,none
31,4,1.646,25,positive
31,3,5.893,26,positive
31,2,4.86,27,negative
31,2,3.63,28,negative
31,2,2.412,29,negative
31,3,2.576,30,none
31,2,3.354,31,none
31,4,2.261,32,negative
31,1,1.886,33,none
31,1,3.399,34,negative
31,3,5.429,35,positive
31,4,15.81,36,positive
31,3,11.103,37,positive
31,1,1.795,38,positive
31,2,5.482,39,negative
31,2,3.373,40,none
31,4,7.697,41,positive
31,1,7.795,42,positive
31,3,3.306,43,positive
31,4,2.051,44,positive
31,3,4.332,45,none
31,1,4.111,46,negative
31,4,3.978,47,none
31,2,4.159,48,negative
31,3,2.651,49,negative
31,4,2.314,50,negative
31,4,4.327,51,none
31,4,1.98,52,positive
31,1,5.426,53,none
31,4,4.218,54,positive
31,4,5.305,55,positive
31,1,2.973,56,none
31,4,5.966,57,positive
31,4,3.584,58,positive
31,2,1.866,59,positive
31,2,2.53,60,positive
