participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
110,1,3.9557,1,positive
110,3,11.1083,2,none
110,1,2.307,3,none
110,3,22.9781,4,negative
110,2,2.7436,5,none
110,2,3.592,6,positive
110,1,5.8146,7,none
110,4,4.792,8,negative
110,3,5.6982,9,none
110,4,7.0635,10,negative
110,3,7.5172,11,negative
110,4,3.2965,12,negative
110,3,4.4769,13,none
110,3,5.6631,14,negative
110,3,8.7541,15,negative
110,3,6.4627,16,none
110,2,4.7905,17,none
110,3,5.1277,18,negative
110,2,6.7139,19,positive
110,1,4.7918,20,none
110,3,5.5651,21,negative
110,1,2.6827,22,positive
110,2,3.1873,23,none
110,2,4.9903,24,none
110,2,2.0016,25,positive
110,1,3.2059,26,positive
110,2,10.057,27,negative
110,3,6.715,28,negative
110,4,10.0809,29,negative
110,4,2.8914,30,none
110,3,6.0141,31,none
110,4,3.6464,32,negative
110,2,2.2327,33,none
110,4,3.0191,34,negative
110,1,3.7503,35,positive
110,1,3.6655,36,positive
110,2,4.5497,37,positive
110,1,2.1661,38,positive
110,2,8.3278,39,negative
110,4,3.5747,40,none
110,2,7.6915,41,positive
110,2,3.4928,42,positive
110,1,5.628,43,positive
110,2,4.8574,44,positive
110,2,2.7878,45,none
110,4,4.0387,46,negative
110,3,4.4251,47,none
110,4,6.8878,48,negative
110,3,4.0424,49,negative
110,4,3.8724,50,negative
110,4,4.2317,51,none
110,2,4.2687,52,positive
110,3,3.1421,53,none
110,2,7.8771,54,positive
110,2,3.3269,55,positive
110,2,4.1099,56,none
110,4,10.6739,57,positive
110,2,7.1358,58,positive
110,2,4.4297,59,positive
110,1,4.3584,60,positive
