participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
14,1,1.717,1,positive
14,4,1.801,2,none
14,4,3.578,3,none
14,4,4.593,4,negative
14,2,5.14,5,none
14,1,1.209,6,positive
14,1,3.772,7,none
14,4,2.375,8,negative
14,1,2.623,9,none
14,4,2.744,10,negative
14,4,3.554,11,negative
14,4,1.542,12,negative
14,4,1.69,13,none
14,4,1.744,14,negative
14,4,2.347,15,negative
14,4,3.259,16,none
14,4,1.608,17,none
14,4,1.326,18,negative
14,1,3.943,19,positive
14,1,2.684,20,none
14,2,2.891,21,negative
14,2,2.141,22,positive
14,4,5.889,23,none
14,1,3.012,24,none
14,2,4.276,25,positive
14,4,4.425,26,positive
14,3,10.993,27,negative
14,4,3.737,28,negative
14,2,7.285,29,negative
14,1,1.624,30,none
14,1,1.175,31,none
14,1,2.189,32,negative
14,1,1.126,33,none
14,1,3.309,34,negative
14,1,2.164,35,positive
14,1,2.892,36,positive
14,2,6.453,37,positive
14,4,2.457,38,positive
14,1,2.878,39,negative
14,1,2.36,40,none
14,1,1.372,41,positive
14,4,2.123,42,positive
14,4,2.156,43,positive
14,1,2.307,44,positive
14,4,2.443,45,none
14,4,3.892,46,negative
14,1,3.036,47,none
14,4,2.438,48,negative
14,4,4.074,49,negative
14,1,1.808,50,negative
14,1,1.579,51,none
14,1,1.433,52,positive
14,4,1.501,53,none
14,1,1.167,54,positive
14,1,1.594,55,positive
14,1,1.272,56,none
14,4,2.228,57,positive
14,4,4.944,58,positive
14,4,1.606,59,positive
14,1,2.228,60,positive
