participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
109,1,7.2793,1,positive
109,2,6.006,2,none
109,2,3.4676,3,none
109,2,8.2553,4,negative
109,3,2.9607,5,none
109,3,5.6005,6,positive
109,1,6.6576,7,none
109,3,3.1283,8,negative
109,3,3.0714,9,none
109,4,4.7691,10,negative
109,4,5.0386,11,negative
109,3,3.9064,12,negative
109,2,4.8368,13,none
109,3,5.1232,14,negative
109,2,3.8212,15,negative
109,3,5.0947,16,none
109,2,5.2803,17,none
109,4,3.6205,18,negative
109,2,4.7939,19,positive
109,2,2.9207,20,none
109,3,4.3619,21,negative
109,2,2.8646,22,positive
109,1,2.9567,23,none
109,2,2.4804,24,none
109,2,2.1831,25,positive
109,2,2.4336,26,positive
109,3,4.2171,27,negative
109,2,4.0194,28,negative
109,3,5.3805,29,negative
109,4,2.3518,30,none
109,3,3.0685,31,none
109,3,2.7548,32,negative
109,4,2.748,33,none
109,3,3.1949,34,negative
109,2,3.0544,35,positive
109,2,3.678,36,positive
109,3,3.6157,37,positive
109,1,4.304,38,positive
109,3,5.8825,39,negative
109,1,2.5526,40,none
109,2,3.9305,41,positive
109,2,3.2172,42,positive
109,2,4.2183,43,positive
109,2,2.8719,44,positive
109,2,6.5811,45,none
109,4,3.2475,46,negative
109,3,2.7592,47,none
109,3,4.503,48,negative
109,3,3.634,49,negative
109,3,4.5532,50,negative
109,1,3.2094,51,none
109,2,2.688,52,positive
109,3,2.6054,53,none
109,2,4.1518,54,positive
109,2,1.8669,55,positive
109,2,2.4337,56,none
109,1,5.4423,57,positive
109,2,4.6573,58,positive
109,2,3.359,59,positive
109,1,1.8533,60,positive
