participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
59,4,4.7414,1,positive
59,1,2.7098,2,none
59,3,3.0486,3,none
59,2,5.1618,4,negative
59,1,3.6555,5,none
59,1,2.6037,6,positive
59,2,2.7152,7,none
59,1,2.7578,8,negative
59,2,3.9063,9,none
59,2,5.9483,10,negative
59,4,3.9883,11,negative
59,3,4.4859,12,negative
59,1,4.575,13,none
59,3,4.5785,14,negative
59,2,4.2875,15,negative
59,3,5.9529,16,none
59,4,5.7994,17,none
59,4,3.5802,18,negative
59,3,4.8951,19,positive
59,1,3.0175,20,none
59,1,3.4041,21,negative
59,3,2.8406,22,positive
59,1,2.8173,23,none
59,4,1.9822,24,none
59,3,2.3987,25,positive
59,2,4.1966,26,positive
59,4,4.8864,27,negative
59,3,8.2134,28,negative
59,1,4.4127,29,negative
59,4,3.1355,30,none
59,4,1.815,31,none
59,4,2.8704,32,negative
59,4,2.115,33,none
59,2,4.7496,34,negative
59,4,3.0412,35,positive
59,2,5.2826,36,positive
59,3,4.6387,37,positive
59,1,2.4103,38,positive
59,2,5.4788,39,negative
59,1,4.1041,40,none
59,3,3.29,41,positive
59,1,3.0002,42,positive
59,2,4.4526,43,positive
59,4,3.9135,44,positive
59,1,3.5194,45,none
59,4,5.0522,46,negative
59,1,3.0474,47,none
59,3,3.1669,48,negative
59,3,2.8151,49,negative
59,3,3.5326,50,negative
59,2,4.8135,51,none
59,3,2.8067,52,positive
59,1,2.5186,53,none
59,3,3.1082,54,positive
59,3,2.5245,55,positive
59,1,2.3861,56,none
59,4,3.3318,57,positive
59,3,1.8675,58,positive
59,2,2.9573,59,positive
59,3,3.1068,60,positive
