participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
104,1,3.1316,1,positive
104,4,1.9197,2,none
104,4,2.8467,3,none
104,4,8.8772,4,negative
104,3,2.3514,5,none
104,2,4.58,6,positive
104,3,3.0981,7,none
104,4,3.2904,8,negative
104,1,1.8512,9,none
104,4,2.7077,10,negative
104,1,2.5813,11,negative
104,4,2.1152,12,negative
104,3,5.2083,13,none
104,4,2.7185,14,negative
104,4,6.8565,15,negative
104,4,3.6994,16,none
104,4,4.662,17,none
104,4,2.5041,18,negative
104,4,3.4678,19,positive
104,3,5.2687,20,none
104,4,6.6499,21,negative
104,1,4.8899,22,positive
104,1,4.1245,23,none
104,4,1.4125,24,none
104,2,0.0194,25,positive
104,2,3.1979,26,positive
104,4,3.805,27,negative
104,4,3.6104,28,negative
104,4,5.1116,29,negative
104,4,3.5474,30,none
104,4,3.6467,31,none
104,4,2.8295,32,negative
104,1,1.4738,33,none
104,3,3.7752,34,negative
104,1,2.5599,35,positive
104,1,2.3437,36,positive
104,2,4.7429,37,positive
104,2,2.1361,38,positive
104,3,3.0295,39,negative
104,2,3.5231,40,none
104,1,4.2807,41,positive
104,2,3.0775,42,positive
104,1,2.7129,43,positive
104,1,2.089,44,positive
104,3,3.2475,45,none
104,4,2.4418,46,negative
104,1,2.6936,47,none
104,4,2.1442,48,negative
104,4,3.9931,49,negative
104,4,3.3532,50,negative
104,1,2.1898,51,none
104,1,2.6104,52,positive
104,1,1.6645,53,none
104,1,2.0124,54,positive
104,1,10.2562,55,positive
104,1,3.7877,56,none
104,1,3.4188,57,positive
104,2,2.1616,58,positive
104,4,4.4803,59,positive
104,1,2.4095,60,positive
