participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
10,2,2.6817,1,positive
10,2,1.903,2,none
10,4,2.4102,3,none
10,3,4.134,4,negative
10,1,2.4794,5,none
10,3,2.0303,6,positive
10,1,3.8706,7,none
10,1,1.9252,8,negative
10,4,2.1865,9,none
10,2,3.3735,10,negative
10,2,2.1708,11,negative
10,2,3.5154,12,negative
10,2,1.528,13,none
10,2,2.2878,14,negative
10,3,3.3824,15,negative
10,3,2.0043,16,none
10,3,4.2337,17,none
10,4,2.4465,18,negative
10,2,5.9326,19,positive
10,2,1.5122,20,none
10,2,1.8394,21,negative
10,4,2.022,22,positive
10,2,1.6448,23,none
10,4,1.9663,24,none
10,2,1.881,25,positive
10,3,2.2053,26,positive
10,3,2.5473,27,negative
10,2,2.989,28,negative
10,1,3.1794,29,negative
10,4,1.8122,30,none
10,4,1.2714,31,none
10,2,1.7275,32,negative
10,3,2.4955,33,none
10,2,1.6801,34,negative
10,4,2.1467,35,positive
10,3,3.1444,36,positive
10,2,3.5301,37,positive
10,1,2.0615,38,positive
10,3,5.929,39,negative
10,3,1.736,40,none
10,1,2.9956,41,positive
10,2,2.1722,42,positive
10,3,4.3799,43,positive
10,1,4.7462,44,positive
10,1,1.9602,45,none
10,2,2.2787,46,negative
10,1,1.0305,47,none
10,1,1.729,48,negative
10,1,2.4135,49,negative
10,3,2.1969,50,negative
10,4,2.566,51,none
10,1,3.0144,52,positive
10,1,1.6456,53,none
10,1,3.1663,54,positive
10,1,1.3359,55,positive
10,2,2.198,56,none
10,4,3.3661,57,positive
10,2,1.7796,58,positive
10,3,2.4467,59,positive
10,2,2.9301,60,positive
