participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
28,1,9.3455,1,positive
28,2,1.9956,2,none
28,2,2.2841,3,none
28,3,4.31,4,negative
28,2,2.9342,5,none
28,3,8.401,6,positive
28,2,4.4508,7,none
28,3,1.9351,8,negative
28,4,1.9371,9,none
28,3,3.4724,10,negative
28,4,3.22,11,negative
28,4,2.7909,12,negative
28,3,3.0022,13,none
28,4,3.5895,14,negative
28,3,2.7541,15,negative
28,3,3.0106,16,none
28,3,2.6839,17,none
28,4,2.4216,18,negative
28,2,5.0912,19,positive
28,2,2.1268,20,none
28,4,4.2333,21,negative
28,2,1.8041,22,positive
28,2,3.3044,23,none
28,3,2.913,24,none
28,2,2.9265,25,positive
28,1,2.7338,26,positive
28,4,2.9337,27,negative
28,3,6.0339,28,negative
28,4,3.084,29,negative
28,2,3.8344,30,none
28,4,4.3678,31,none
28,4,1.8892,32,negative
28,3,2.4774,33,none
28,3,4.8501,34,negative
28,3,7.2928,35,positive
28,1,4.4546,36,positive
28,2,6.5793,37,positive
28,1,1.6385,38,positive
28,1,4.6889,39,negative
28,1,2.3174,40,none
28,2,2.9372,41,positive
28,1,4.3704,42,positive
28,1,3.2627,43,positive
28,2,1.9172,44,positive
28,2,3.1842,45,none
28,2,2.9013,46,negative
28,4,5.0356,47,none
28,4,3.8339,48,negative
28,4,2.2667,49,negative
28,4,1.9955,50,negative
28,1,3.3035,51,none
28,2,5.7002,52,positive
28,4,2.213,53,none
28,1,2.6881,54,positive
28,1,1.9841,55,positive
28,2,2.24,56,none
28,3,5.8838,57,positive
28,3,3.6196,58,positive
28,1,1.6069,59,positive
28,1,1.7528,60,positive
