participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
27,3,3.6165,1,positive
27,3,2.7097,2,none
27,1,1.4586,3,none
27,3,4.3125,4,negative
27,4,1.3634,5,none
27,2,2.3666,6,positive
27,4,2.8335,7,none
27,4,2.3018,8,negative
27,1,2.8583,9,none
27,2,3.5,10,negative
27,1,2.1748,11,negative
27,3,2.9378,12,negative
27,3,1.5805,13,none
27,3,2.8312,14,negative
27,3,4.5763,15,negative
27,3,2.5764,16,none
27,1,4.5768,17,none
27,1,2.0245,18,negative
27,3,4.8586,19,positive
27,4,2.0723,20,none
27,2,2.4337,21,negative
27,3,2.575,22,positive
27,2,2.1834,23,none
27,1,2.9379,24,none
27,2,1.5576,25,positive
27,3,2.0791,26,positive
27,2,3.0166,27,negative
27,2,3.1159,28,negative
27,3,3.7995,29,negative
27,2,2.6856,30,none
27,1,1.2669,31,none
27,2,1.7066,32,negative
27,2,1.6345,33,none
27,3,1.7871,34,negative
27,1,2.1858,35,positive
27,2,9.1561,36,positive
27,2,2.8859,37,positive
27,3,1.8515,38,positive
27,3,2.0838,39,negative
27,3,4.1903,40,none
27,3,3.8172,41,positive
27,3,1.667,42,positive
27,1,2.4353,43,positive
27,3,3.0514,44,positive
27,3,2.0176,45,none
27,3,2.2342,46,negative
27,3,2.518,47,none
27,3,2.5669,48,negative
27,3,2.7275,49,negative
27,2,3.7616,50,negative
27,2,2.2865,51,none
27,3,12.816,52,positive
27,2,2.0532,53,none
27,2,2.1041,54,positive
27,3,1.7461,55,positive
27,2,2.6178,56,none
27,2,2.152,57,positive
27,3,1.4357,58,positive
27,2,2.2452,59,positive
27,1,2.9573,60,positive
