participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
106,1,6.6814,1,positive
106,3,2.3003,2,none
106,2,2.3656,3,none
106,4,3.0014,4,negative
106,2,2.9319,5,none
106,2,2.621,6,positive
106,2,2.1536,7,none
106,4,2.1355,8,negative
106,3,3.624,9,none
106,4,3.3384,10,negative
106,2,3.9375,11,negative
106,4,2.222,12,negative
106,3,3.6162,13,none
106,4,4.591,14,negative
106,3,7.9062,15,negative
106,4,2.6061,16,none
106,2,3.6832,17,none
106,4,2.2481,18,negative
106,1,4.0005,19,positive
106,3,2.0015,20,none
106,4,2.2486,21,negative
106,2,1.8145,22,positive
106,1,2.0711,23,none
106,2,2.8835,24,none
106,2,2.4331,25,positive
106,1,2.597,26,positive
106,3,2.9223,27,negative
106,2,5.0186,28,negative
106,4,3.3493,29,negative
106,4,2.0978,30,none
106,2,3.051,31,none
106,3,2.2981,32,negative
106,2,2.4154,33,none
106,4,2.0162,34,negative
106,4,3.9843,35,positive
106,2,7.5228,36,positive
106,2,2.9733,37,positive
106,1,62.2688,38,positive
106,1,6.132,39,negative
106,2,14.3445,40,none
106,1,5.0339,41,positive
106,1,143.8549,42,positive
106,1,2.5968,43,positive
106,1,2.9502,44,positive
106,3,2.6198,45,none
106,3,2.349,46,negative
106,4,2.0809,47,none
106,4,108.939,48,negative
106,2,2.614,49,negative
106,2,2.7334,50,negative
106,2,4.8858,51,none
106,2,1.9316,52,positive
106,3,1.4474,53,none
106,2,2.0722,54,positive
106,1,1.6194,55,positive
106,1,2.4996,56,none
106,3,2.7803,57,positive
106,1,2.0531,58,positive
106,2,2.237,59,positive
106,2,2.469,60,positive
