participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
13,3,4.785,1,positive
13,3,3.4941,2,none
13,4,4.2014,3,none
13,2,7.618,4,negative
13,2,17.1366,5,none
13,3,4.3278,6,positive
13,1,3.5635,7,none
13,1,1.7278,8,negative
13,1,2.7697,9,none
13,2,3.2541,10,negative
13,4,4.1355,11,negative
13,1,6.0465,12,negative
13,3,4.6373,13,none
13,1,4.104,14,negative
13,2,3.6676,15,negative
13,4,4.1155,16,none
13,4,5.2556,17,none
13,4,4.2865,18,negative
13,4,3.5762,19,positive
13,1,5.04,20,none
13,1,2.7215,21,negative
13,3,3.4871,22,positive
13,3,6.6557,23,none
13,4,4.391,24,none
13,4,2.484,25,positive
13,4,1.9248,26,positive
13,4,5.5719,27,negative
13,2,5.3019,28,negative
13,1,6.5452,29,negative
13,4,3.9865,30,none
13,4,2.4671,31,none
13,2,4.9818,32,negative
13,4,3.5973,33,none
13,2,3.9132,34,negative
13,4,3.527,35,positive
13,4,2.9784,36,positive
13,3,8.9834,37,positive
13,1,3.4525,38,positive
13,2,9.1801,39,negative
13,1,3.6604,40,none
13,4,3.4403,41,positive
13,2,4.3864,42,positive
13,4,3.617,43,positive
13,4,2.4253,44,positive
13,1,4.3852,45,none
13,4,3.8028,46,negative
13,3,6.4431,47,none
13,4,4.6098,48,negative
13,3,6.5967,49,negative
13,2,4.7407,50,negative
13,1,3.9867,51,none
13,4,2.6778,52,positive
13,2,2.9715,53,none
13,4,3.4647,54,positive
13,4,1.9996,55,positive
13,1,3.5074,56,none
13,2,6.9984,57,positive
13,4,2.761,58,positive
13,3,3.7682,59,positive
13,2,4.9308,60,positive
