participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
97,4,3.4767,1,positive
97,4,21.2312,2,none
97,2,3.2154,3,none
97,3,5.7386,4,negative
97,3,2.8176,5,none
97,1,1.3347,6,positive
97,1,1.901,7,none
97,4,3.9529,8,negative
97,3,1.8336,9,none
97,4,4.2419,10,negative
97,4,2.8119,11,negative
97,4,1.8736,12,negative
97,3,4.2097,13,none
97,4,2.5417,14,negative
97,2,6.8071,15,negative
97,4,3.1461,16,none
97,4,2.7409,17,none
97,4,1.8,18,negative
97,2,4.263,19,positive
97,2,2.3166,20,none
97,4,2.2135,21,negative
97,1,2.1445,22,positive
97,3,3.0454,23,none
97,2,2.2262,24,none
97,2,1.6094,25,positive
97,2,1.3726,26,positive
97,3,3.2944,27,negative
97,3,2.8747,28,negative
97,3,3.0611,29,negative
97,3,1.5273,30,none
97,3,2.123,31,none
97,4,1.9466,32,negative
97,3,4.3902,33,none
97,4,2.0268,34,negative
97,1,2.3125,35,positive
97,2,2.2251,36,positive
97,2,4.2941,37,positive
97,1,2.2633,38,positive
97,3,5.2911,39,negative
97,2,3.5936,40,none
97,1,2.5925,41,positive
97,1,1.9406,42,positive
97,2,3.6081,43,positive
97,1,3.008,44,positive
97,3,2.164,45,none
97,2,2.1424,46,negative
97,1,2.0572,47,none
97,4,3.1901,48,negative
97,3,7.9769,49,negative
97,3,2.6748,50,negative
97,1,2.8137,51,none
97,2,2.2901,52,positive
97,2,1.6075,53,none
97,3,2.8454,54,positive
97,2,1.6146,55,positive
97,2,2.4247,56,none
97,2,3.7424,57,positive
97,2,1.3902,58,positive
97,1,1.5667,59,positive
97,1,2.8638,60,positive
