participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
95,1,4.4626,1,positive
95,2,3.1491,2,none
95,2,2.5975,3,none
95,3,5.9852,4,negative
95,1,1.6933,5,none
95,1,4.1869,6,positive
95,2,3.664,7,none
95,3,2.5498,8,negative
95,3,2.9646,9,none
95,2,2.9897,10,negative
95,4,4.0557,11,negative
95,3,3.7973,12,negative
95,3,3.1481,13,none
95,4,9.2589,14,negative
95,4,4.502,15,negative
95,4,8.0766,16,none
95,3,4.9197,17,none
95,4,6.65,18,negative
95,2,5.1957,19,positive
95,1,3.5381,20,none
95,4,3.5967,21,negative
95,2,3.1872,22,positive
95,2,4.1533,23,none
95,2,2.7338,24,none
95,1,2.8863,25,positive
95,1,2.574,26,positive
95,3,7.221,27,negative
95,3,7.2437,28,negative
95,4,5.9867,29,negative
95,4,2.834,30,none
95,2,2.4724,31,none
95,3,3.2748,32,negative
95,2,1.9237,33,none
95,4,2.9315,34,negative
95,4,1.7729,35,positive
95,1,4.3326,36,positive
95,2,3.7045,37,positive
95,1,2.1872,38,positive
95,3,7.1939,39,negative
95,2,5.1688,40,none
95,1,7.662,41,positive
95,2,2.6711,42,positive
95,1,2.4345,43,positive
95,1,2.4149,44,positive
95,2,5.6503,45,none
95,3,3.1861,46,negative
95,2,2.7232,47,none
95,4,2.9505,48,negative
95,4,5.7472,49,negative
95,4,3.7466,50,negative
95,3,3.331,51,none
95,1,8.6423,52,positive
95,2,1.4827,53,none
95,2,3.2645,54,positive
95,2,2.6039,55,positive
95,2,5.5836,56,none
95,4,6.0379,57,positive
95,1,3.1413,58,positive
95,1,3.963,59,positive
95,2,4.5997,60,positive
