participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
48,2,4.5068,1,positive
48,1,2.9439,2,none
48,3,3.8324,3,none
48,2,6.5739,4,negative
48,4,2.7025,5,none
48,2,4.1264,6,positive
48,1,5.9238,7,none
48,1,3.3387,8,negative
48,3,4.5613,9,none
48,1,5.2389,10,negative
48,4,2.9855,11,negative
48,1,3.4102,12,negative
48,1,2.6001,13,none
48,1,2.3194,14,negative
48,1,3.7424,15,negative
48,4,3.016,16,none
48,3,4.9795,17,none
48,1,3.2014,18,negative
48,4,3.8137,19,positive
48,1,3.3092,20,none
48,2,6.1517,21,negative
48,4,3.3966,22,positive
48,2,9.5833,23,none
48,4,2.1965,24,none
48,2,4.2804,25,positive
48,4,5.2383,26,positive
48,2,6.0564,27,negative
48,1,2.9472,28,negative
48,1,4.5395,29,negative
48,2,5.1991,30,none
48,3,2.9136,31,none
48,3,5.4684,32,negative
48,3,3.6807,33,none
48,1,3.7123,34,negative
48,4,2.5291,35,positive
48,3,5.3965,36,positive
48,4,5.329,37,positive
48,1,1.9989,38,positive
48,3,7.9946,39,negative
48,1,4.0136,40,none
48,4,4.2961,41,positive
48,3,6.7627,42,positive
48,4,7.6321,43,positive
48,4,3.7171,44,positive
48,1,4.6841,45,none
48,2,4.6393,46,negative
48,1,3.0462,47,none
48,2,6.3796,48,negative
48,2,5.5942,49,negative
48,1,5.0817,50,negative
48,1,4.8341,51,none
48,4,2.8649,52,positive
48,1,1.706,53,none
48,4,3.2787,54,positive
48,4,2.5271,55,positive
48,1,3.085,56,none
48,4,4.5418,57,positive
48,4,2.3892,58,positive
48,3,2.597,59,positive
48,2,3.8013,60,positive
