participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
26,2,2.7046,1,positive
26,2,2.6464,2,none
26,4,2.5037,3,none
26,2,3.8312,4,negative
26,1,1.555,5,none
26,3,2.1893,6,positive
26,1,2.8303,7,none
26,1,1.717,8,negative
26,4,1.4981,9,none
26,3,3.2798,10,negative
26,3,1.9501,11,negative
26,2,5.7242,12,negative
26,2,1.3794,13,none
26,3,2.7469,14,negative
26,1,2.2817,15,negative
26,2,2.7436,16,none
26,3,3.1644,17,none
26,4,2.1376,18,negative
26,2,3.8781,19,positive
26,2,1.9824,20,none
26,2,1.9483,21,negative
26,4,2.4968,22,positive
26,1,1.8611,23,none
26,3,3.1239,24,none
26,4,0.0389,25,positive
26,2,2.4573,26,positive
26,1,3.4796,27,negative
26,2,0.0498,28,negative
26,3,5.7431,29,negative
26,2,1.4115,30,none
26,4,3.1568,31,none
26,3,2.844,32,negative
26,2,2.0636,33,none
26,2,1.681,34,negative
26,4,3.3875,35,positive
26,3,3.03,36,positive
26,4,3.9618,37,positive
26,1,1.7126,38,positive
26,2,5.7816,39,negative
26,3,2.1947,40,none
26,2,2.1115,41,positive
26,2,1.9275,42,positive
26,3,3.0338,43,positive
26,2,2.5793,44,positive
26,1,1.7992,45,none
26,3,2.6104,46,negative
26,1,1.8656,47,none
26,1,2.5443,48,negative
26,1,2.0232,49,negative
26,2,2.2699,50,negative
26,3,1.9642,51,none
26,2,2.2135,52,positive
26,1,1.4521,53,none
26,1,2.08,54,positive
26,1,1.3984,55,positive
26,3,2.5682,56,none
26,3,5.9819,57,positive
26,2,1.636,58,positive
26,3,1.2638,59,positive
26,3,3.2701,60,positive
