participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
43,1,7.107,1,positive
43,2,2.779,2,none
43,3,4.295,3,none
43,3,13.864,4,negative
43,2,3.996,5,none
43,1,5.815,6,positive
43,2,3.415,7,none
43,1,4.649,8,negative
43,4,2.485,9,none
43,2,9.52,10,negative
43,3,6.88,11,negative
43,2,3.781,12,negative
43,3,4.615,13,none
43,3,7.171,14,negative
43,3,5.22,15,negative
43,3,3.644,16,none
43,2,7.132,17,none
43,4,2.751,18,negative
43,2,7.956,19,positive
43,3,4.103,20,none
43,3,3.65,21,negative
43,2,3.018,22,positive
43,3,3.349,23,none
43,2,3.249,24,none
43,2,2.152,25,positive
43,1,4.283,26,positive
43,4,4.218,27,negative
43,3,8.82,28,negative
43,4,10.27,29,negative
43,3,3.126,30,none
43,3,2.431,31,none
43,3,5.732,32,negative
43,1,2.3,33,none
43,3,6.234,34,negative
43,3,3.182,35,positive
43,3,6.37,36,positive
43,2,4.384,37,positive
43,1,2.532,38,positive
43,3,5.816,39,negative
43,2,4.215,40,none
43,2,3.533,41,positive
43,2,3.6,42,positive
43,2,7.321,43,positive
43,2,3.665,44,positive
43,1,2.316,45,none
43,2,3.698,46,negative
43,3,3.87,47,none
43,3,3.217,48,negative
43,3,5.4,49,negative
43,3,2.886,50,negative
43,4,3.287,51,none
43,2,4.436,52,positive
43,3,4.516,53,none
43,3,3.562,54,positive
43,2,3.113,55,positive
43,2,5.199,56,none
43,2,5.033,57,positive
43,2,1.834,58,positive
43,3,5.522,59,positive
43,1,2.919,60,positive
