participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
69,2,6.3624,1,positive
69,2,2.3522,2,none
69,1,2.0449,3,none
69,2,6.6865,4,negative
69,1,1.1115,5,none
69,2,1.6591,6,positive
69,1,1.3772,7,none
69,1,1.8528,8,negative
69,4,2.7072,9,none
69,3,2.7483,10,negative
69,4,4.9917,11,negative
69,4,3.3615,12,negative
69,3,2.0362,13,none
69,4,3.3051,14,negative
69,2,5.3232,15,negative
69,4,2.987,16,none
69,4,2.3942,17,none
69,4,4.7176,18,negative
69,2,5.5855,19,positive
69,3,3.0071,20,none
69,4,4.8874,21,negative
69,4,1.4921,22,positive
69,2,5.7602,23,none
69,3,1.7229,24,none
69,2,1.7471,25,positive
69,2,3.0457,26,positive
69,3,4.6645,27,negative
69,4,4.6435,28,negative
69,3,4.7091,29,negative
69,3,3.1201,30,none
69,3,1.2662,31,none
69,3,3.1744,32,negative
69,4,2.0893,33,none
69,3,1.6767,34,negative
69,3,2.1414,35,positive
69,2,2.8743,36,positive
69,3,3.9133,37,positive
69,1,2.086,38,positive
69,2,0.001,39,negative
69,3,3.5016,40,none
69,3,2.1753,41,positive
69,2,2.5197,42,positive
69,1,3.1044,43,positive
69,1,2.0585,44,positive
69,2,2.692,45,none
69,4,2.5538,46,negative
69,3,2.1156,47,none
69,3,2.0863,48,negative
69,2,3.4174,49,negative
69,3,2.3837,50,negative
69,3,4.0894,51,none
69,2,1.3531,52,positive
69,3,1.252,53,none
69,2,2.8466,54,positive
69,2,1.5697,55,positive
69,2,1.2972,56,none
69,2,2.2417,57,positive
69,2,1.3758,58,positive
69,2,2.0323,59,positive
69,2,1.4537,60,positive
