participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
51,1,2.469,1,positive
51,4,2.12,2,none
51,1,27.893,3,none
51,4,16.894,4,negative
51,2,65.607,5,none
51,4,2.748,6,positive
51,4,1.601,7,none
51,4,1.453,8,negative
51,4,2.767,9,none
51,1,4.816,10,negative
51,4,52.018,11,negative
51,1,2.554,12,negative
51,1,1.823,13,none
51,2,3.264,14,negative
51,1,2.321,15,negative
51,2,5.818,16,none
51,1,2.184,17,none
51,4,3.029,18,negative
51,4,2.378,19,positive
51,2,2.939,20,none
51,1,2.092,21,negative
51,4,1.972,22,positive
51,1,2.452,23,none
51,3,2.332,24,none
51,4,1.767,25,positive
51,4,2.585,26,positive
51,2,5.85,27,negative
51,2,3.763,28,negative
51,4,3.404,29,negative
51,4,3.241,30,none
51,4,2.411,31,none
51,1,4.221,32,negative
51,4,2.834,33,none
51,1,3.75,34,negative
51,4,3.261,35,positive
51,4,3.986,36,positive
51,2,6.126,37,positive
51,1,2.106,38,positive
51,1,3.017,39,negative
51,1,1.488,40,none
51,4,2.538,41,positive
51,2,3.523,42,positive
51,4,17.269,43,positive
51,4,2.134,44,positive
51,3,4.28,45,none
51,1,2.615,46,negative
51,2,4.89,47,none
51,4,2.745,48,negative
51,4,4.57,49,negative
51,2,2.853,50,negative
51,2,3.73,51,none
51,4,1.836,52,positive
51,3,1.92,53,none
51,4,2.171,54,positive
51,4,1.918,55,positive
51,2,2.732,56,none
51,1,4.232,57,positive
51,4,1.628,58,positive
51,3,4,59,positive
51,3,3.25,60,positive
