participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
13,2.4997,1.9598,1.3042,2.7261,2.0934,1.695,y,2.0687,3,2,1
13,1.2518,2.5938,1.414,1.8163,1.5145,1.151,space,0.1016,2,16,1
13,1.1972,4.4481,1.0783,1.0585,1.2241,1.2225,space,0.0617,1,24,1
13,1.1199,6.0441,0.8925,1.2584,1.0686,0.9856,space,1.3459,3,17,1
13,2.4719,1.5781,0.9283,0.9731,0.8973,1.1882,n,1.4218,2,7,1
13,2.1599,2.3915,0.7472,0.9526,1.3014,0.99,space,0.418,1,21,1
13,0.9035,1.6591,0.8139,1.0251,1.022,1.2725,space,0.3977,1,18,1
13,1.0447,1.6757,0.9744,1.115,1.1186,1.2372,y,1.2687,1,9,1
13,1.3124,5.0591,2.405,1.1023,1.136,1.7081,n,0.4928,3,8,1
13,2.3808,1.5352,1.1014,1.0523,0.9768,1.095,y,1.1031,2,4,1
13,1.0355,1.3194,0.9883,1.0607,1.2354,1.0473,n,0.6023,2,10,1
13,0.7759,1.9034,0.8903,0.728,1.1137,0.7274,y,0.5855,1,3,1
13,1.364,2.6896,0.7732,0.8884,1.6106,0.8606,space,0.2934,3,23,1
13,0.9466,1.7374,0.7301,0.8755,0.668,1.1432,y,0.7864,1,6,1
13,0.8297,2.6208,0.8871,0.6506,1.1363,0.7359,space,0.1304,2,13,1
13,2.2151,1.9595,1.0294,1.4439,1.0259,1.1739,space,0.1591,3,20,1
13,0.8171,2.0206,1.2143,1.1093,1.7253,1.0022,n,1.293,3,11,1
13,0.895,2.7571,0.8967,1.0187,1.4697,0.9215,y,1.8351,2,1,1
13,1.1732,3.9765,0.8777,0.8069,0.7355,0.9523,n,1.4525,1,12,1
13,1.2397,1.657,0.7766,0.9347,0.8025,1.1393,space,0.0062,2,19,1
13,1.2448,2.5894,0.7189,0.9903,1.0072,1.1195,space,0.1024,1,15,1
13,1.4361,1.9426,1.1631,0.7736,1.4778,1.0552,y,1.4179,3,5,1
13,2.2859,1.8586,0.8685,1.0369,0.8945,0.9188,space,0.7371,2,22,1
13,1.3153,1.3108,1.0848,0.7886,0.9254,1.4886,space,0.3726,3,14,1
