participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
18,3.3821,2.165,1.7393,3.0854,1.1778,1.3502,space,0.6785,2,19,1
18,4.6058,2.591,1.5674,1.7836,1.1038,1.7807,space,0.2302,3,14,1
18,2.3691,2.2263,2.2565,1.6154,1.1657,1.0766,y,1.1737,1,3,1
18,1.4665,2.8353,1.3843,2.7682,1.4168,0.9994,n,1.1223,3,11,1
18,1.5672,4.198,1.9211,1.2677,1.1812,1.3133,space,0.9352,3,17,1
18,1.2667,2.6878,1.0984,1.464,0.836,2.0874,y,2.3793,1,6,1
18,2.6865,3.1149,1.0482,1.0054,1.0643,1.5355,space,1.0052,1,24,1
18,1.6366,1.1657,0.8677,1.532,1.0829,0.9263,y,0.7015,2,4,1
18,3.7975,1.9217,1.1322,1.1032,1.0186,1.1847,space,0.3341,1,21,1
18,1.2706,3.3242,3.4881,1.3799,1.2157,0.8746,space,0.5198,2,16,1
18,1.6997,2.9205,1.1156,1.2861,0.8652,0.8619,space,1.0339,3,20,1
18,1.636,2.4152,0.8878,1.09,1.0387,0.8683,space,0.3902,3,23,1
18,1.3358,2.8836,0.9152,1.1379,1.9811,1.2757,space,0.3178,2,22,1
18,1.8326,2.0038,1.7476,1.1512,1.0313,0.8051,space,0.4808,1,15,1
18,1.7833,1.7311,0.699,1.7011,1.2563,1.181,n,0.6867,3,8,1
18,1.6215,2.4303,0.7158,1.1185,0.7528,1.1145,n,0.7295,2,7,1
18,1.1169,1.9237,1.0652,0.7654,1.4009,1.129,n,0.7354,1,12,1
18,2.0982,1.952,0.6993,1.23,1.1158,1.4053,y,1.1792,1,9,1
18,4.5472,2.7985,1.1222,1.3229,1.2546,0.8819,y,1.4368,3,5,1
18,0.798,2.4708,2.2757,1.321,1.1211,1.023,space,0.3507,1,18,1
18,1.1255,1.2568,0.5506,0.9676,1.2725,0.6492,space,0.2614,2,13,1
18,1.8189,2.291,1.0151,0.9341,1.5196,0.8991,y,0.8848,3,2,1
18,0.8226,1.8332,1.1014,0.7817,1.1213,1.5712,n,0.8531,2,10,1
18,0.9523,2.7042,1.0994,0.9746,1.4245,1.0315,y,1.2246,2,1,1
