participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
59,5.1006,4.6199,2.0547,2.7335,2.1641,2.5139,y,1.7276,2,9,1
59,2.4352,4.2442,2.035,2.6132,1.9509,2.1682,n,1.1183,3,10,1
59,1.984,1.7629,1.6028,2.2539,1.5516,2.6547,y,1.1601,2,6,1
59,4.7323,5.2277,0.9164,1.3379,1.1746,1.481,space,3.5685,3,19,1
59,3.4718,4.3716,1.188,1.538,1.7855,1.1765,y,1.0105,1,5,1
59,3.4871,2.1814,1.8944,1.3478,1.3672,1.0695,space,0.8512,2,21,1
59,2.6394,5.4997,1.468,0.9583,1.3205,1.48,space,1.2236,1,20,1
59,1.4357,1.7006,0.6271,1.0993,1.3039,0.8397,space,0.6735,3,13,1
59,3.2115,4.5107,0.9022,1.5202,1.1978,1.2399,space,0.3288,3,22,1
59,2.0841,2.6704,1.1557,1.4184,1.3977,1.6647,space,0.8577,2,24,1
59,2.2043,2.2683,1.3638,1.8363,1.7299,1.3589,n,0.8425,1,8,1
59,1.8319,2.3213,0.7742,1.6314,1.0219,1.4649,y,3.3008,2,12,1
59,1.9855,2.3172,0.8404,1.3974,1.1857,0.9325,space,1.3114,1,23,1
59,1.6993,3.4269,0.8338,0.846,1.9686,0.6901,n,0.828,1,11,1
59,6.0583,2.0046,1.0483,1.3818,1.5213,1.2325,y,0.9429,1,2,1
59,2.7033,1.9708,1.2226,1.1835,1.5751,1.6324,space,1.3357,1,14,1
59,3.357,2.5523,0.9703,0.9802,1.1016,1.0361,space,1.0701,2,15,1
59,1.4127,2.5647,0.7431,1.1508,1.6061,1.5217,space,0.7915,2,18,1
59,1.4684,1.882,0.8398,1.0526,1.0417,0.973,space,1.3728,3,16,1
59,1.8468,1.8682,0.8166,1.3686,1.0243,0.8572,y,1.6347,2,3,1
59,2.4182,2.4677,1.0242,0.8057,1.151,1.0467,y,0.4722,3,1,1
59,3.0454,2.9975,0.9027,0.9171,0.9737,1.1837,space,1.3011,1,17,1
59,3.7453,1.3778,0.6266,0.9517,1.1729,1.1176,y,0.4956,3,4,1
59,3.0452,2.8124,0.7166,0.9873,1.0702,1.4301,n,0.5545,3,7,1
