participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
8,4.501,8.089,3.911,4.165,4.463,3.215,n,2.651,2,11,1
8,4.545,5.756,4.01,3.516,4.278,5.96,space,4.598,1,13,1
8,5.046,5.531,4.364,3.861,3.529,4.264,y,3.148,1,4,1
8,11.073,5.208,7.992,7.79,3.794,3.882,space,3.433,3,15,1
8,7.624,4.91,5.877,5.376,7.941,11.141,y,4.415,1,10,1
8,7.79,5.776,2.978,3.63,3.426,3.278,y,1.002,2,2,1
8,7.191,7.52,3.163,3.396,3.146,3.229,space,3.35,2,17,1
8,26.055,5.226,4.662,3.811,4.577,6.044,y,1.551,2,5,1
8,19.479,4.397,9.89,3.945,4.211,9.388,space,5.58,3,21,1
8,21.512,4.426,2.679,3.981,3.315,2.995,space,2.5,1,16,1
8,11.624,5.525,3.612,3.975,3.595,3.727,y,1.118,3,6,1
8,22.759,6.439,5.278,4.477,3.948,4.078,y,1.387,3,9,1
8,7.842,7.104,6.955,3.714,5.925,5.21,y,1.866,1,1,1
8,26.873,5.191,6.758,5.811,3.777,4.828,n,3.399,2,8,1
8,4.677,5.129,3.612,4.329,3.778,4.043,y,5.45,3,12,1
8,7.724,7.09,3.362,3.445,3.446,4.41,n,1.537,1,7,1
8,7.624,7.34,7.692,3.897,5.914,4.347,space,1.517,2,23,1
8,11.072,6.124,5.014,4.381,4.114,4.779,space,1.751,2,14,1
8,6.34,5.258,4.593,6.147,3.429,10.276,space,1.552,2,20,1
8,5.309,6.091,5.244,23.877,2.778,2.446,space,4.498,1,22,1
8,10.954,18.082,5.293,4.123,3.813,3.326,space,2.303,3,18,1
8,9.756,5.412,3.447,3.513,3.561,3.263,space,1.318,3,24,1
8,6.141,4.913,4.062,3.578,4.794,3.95,space,1.018,1,19,1
8,4.693,5.829,4.576,4.861,3.891,3.095,y,2.251,3,3,1
