participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
61,2.6016,2.3484,1.5996,1.5148,1.9143,2.0618,space,0.9391,2,14,1
61,1.4796,3.6656,1.4028,1.2806,1.0462,1.1899,space,0.0355,1,16,1
61,1.6082,3.7211,1.0956,0.9362,1.1679,1.1478,space,0.1543,2,23,1
61,2.1033,4.6647,1.0672,1.3794,0.9752,1.0537,space,0.1413,2,17,1
61,1.4776,2.3332,1.3666,1.2833,1.1814,1.1653,space,0.6686,3,21,1
61,1.3076,2.4124,0.8377,0.8963,1.0619,0.9982,space,0.3888,1,13,1
61,1.2626,2.2048,1.1193,1.0322,1.0816,1.2674,y,1.2575,3,6,1
61,1.7268,2.5163,0.8489,0.9415,0.872,1.3405,n,0.8161,1,7,1
61,2.7036,2.9552,0.6829,0.6505,0.8541,1.2841,space,0.2528,1,19,1
61,2.0206,3.2538,0.9175,0.9012,1.0021,1.1853,space,1.0788,2,20,1
61,1.2269,2.4994,0.754,1.1156,1.1051,1.0478,y,0.6352,3,3,1
61,0.9811,1.4838,0.7663,1.3079,1.9091,1.0683,n,1.5616,1,10,1
61,1.4,3.5332,0.9863,1.1169,1.4237,1.0182,space,0.0656,1,22,1
61,1.6903,1.817,0.8653,0.9521,1.5481,1.2844,y,0.4863,3,9,1
61,1.2837,2.1032,0.6996,0.7501,1.7261,0.9876,space,0.1109,3,15,1
61,2.2007,2.4348,0.749,0.8408,1.1599,1.1337,space,0.5335,3,24,1
61,1.7513,2.5598,0.9131,0.7367,0.6665,0.9025,y,1.5028,1,4,1
61,1.2282,2.3824,1.0018,0.9703,0.8258,0.7495,n,0.2355,2,8,1
61,0.9656,2.2294,0.7946,0.7495,1.0516,0.7525,n,0.5957,2,11,1
61,2.6334,1.689,0.9145,0.936,0.8704,0.9497,y,0.3879,2,2,1
61,1.715,2.1503,0.7135,0.8724,1.7923,0.7474,y,0.02,2,5,1
61,0.8986,1.3217,0.8328,0.9953,1.0501,1.0873,y,1.0649,3,12,1
61,1.5952,3.3052,0.6865,0.655,0.6797,0.9935,y,0.0429,1,1,1
61,1.2165,2.5727,0.9718,0.8305,0.9185,0.9221,space,0.035,3,18,1
