participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
63,3.6883,3.0344,0.8623,1.0584,1.0876,0.8587,space,0.1806,2,17,1
63,1.4013,3.0882,1.1106,1.0474,1.2436,0.9176,space,0.2397,1,16,1
63,1.2965,1.1838,0.8678,1.0504,1.4505,1.4275,space,0.1951,2,14,1
63,33.4977,3.1941,0.6922,1.3001,1.5086,0.9178,space,0.2739,1,22,1
63,0.871,1.2004,0.503,0.9341,1.2062,0.886,space,0.0173,1,13,1
63,1.6115,2.7999,1.2501,0.9716,1.0504,0.9378,space,0.0046,3,21,1
63,1.1508,2.4335,7.7029,4.3164,2.45,0.9055,y,0.5715,3,9,1
63,0.9004,6.0491,0.5209,0.7446,0.8889,0.8339,space,0.1365,3,18,1
63,1.2529,2.15,2.2592,1.2372,0.7416,0.8842,n,0.3426,2,11,1
63,6.3222,3.5549,1.1726,1.7126,1.1524,0.6831,y,0.0757,2,5,1
63,1.8688,1.9567,0.8664,0.796,0.8068,0.8836,space,0.0273,3,15,1
63,0.9534,3.4801,0.6837,0.9469,2.2827,1.1873,y,0.5536,3,3,1
63,1.8341,1.9379,4.3286,2.6455,2.5422,4.9293,space,0.0403,1,19,1
63,21.4466,2.6183,0.8716,1.1733,0.7853,0.8196,y,0.1867,1,4,1
63,0.9614,2.118,0.7293,0.7203,0.7209,1.0827,n,0.8063,1,7,1
63,0.8527,1.409,0.6658,1.2827,0.9754,1.7085,n,0.0006,2,8,1
63,0.9656,1.1977,0.6855,1.0045,1.0122,1.6363,y,0.906,3,6,1
63,1.4373,1.6312,1.1419,0.6685,1.1557,0.9667,space,0.3691,2,20,1
63,0.6257,1.5172,0.8525,0.7879,1.1241,0.9839,y,0.4847,1,1,1
63,0.7009,2.1695,0.9943,1.0667,0.8083,0.8408,n,1.4945,3,12,1
63,1.0167,1.3328,0.7588,1.1187,2.1749,1.133,y,0.1408,2,2,1
63,1.6968,2.1159,0.7334,0.97,1.0179,0.8501,space,0.0416,2,23,1
63,4.6688,4.1237,2.0989,0.938,1.2192,3.74,space,0.3505,3,24,1
63,0.7297,1.9745,0.8075,1.4222,1.0071,0.8635,n,0.1168,1,10,1
