participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
37,7.3139,7.2908,2.9807,3.4352,3.1976,3.569,y,2.6127,1,1,1
37,2.9828,4.221,2.6846,3.7045,3.4155,4.1991,space,0.9752,3,24,1
37,3.4177,5.6173,2.2175,2.9664,3.8003,2.1219,y,2.4034,2,2,1
37,3.2555,6.044,1.787,683.7855,2.9467,2.6349,n,2.2262,1,7,1
37,4.4222,3.6882,1.5403,1.9512,1.5376,1.9836,space,1.3772,2,14,1
37,2.1393,2.6915,3.1018,2.0496,1.7535,2.2248,space,0.1895,3,15,1
37,1.2309,4.9739,12.8241,12.7271,1.5187,1.8064,y,5.3693,1,10,1
37,3.0465,3.4748,1.7987,1.572,1.9141,1.4985,space,0.2064,1,22,1
37,1.9893,3.5332,1.398,1.5311,2.0253,1.6257,n,0.66,2,8,1
37,1.5103,3.8555,1.7204,2.5505,1.9218,1.8906,space,0.0245,3,18,1
37,1.4549,3.7713,1.7689,2.7234,1.7377,1.4985,space,0.7697,1,16,1
37,3.1846,2.451,1.6037,1.9003,3.2075,2.1924,space,0.636,3,21,1
37,3.2531,3.9829,3.9323,10.799,3.8075,1.6152,space,0.0311,2,23,1
37,3.9487,2.3504,1.2325,1.4029,1.7831,1.8141,space,0.6215,1,19,1
37,1.9716,3.349,1.2219,1.4161,1.8327,2.1521,y,1.2098,1,4,1
37,2.8889,3.8729,3.4019,11.4827,1.4035,1.7978,y,0.77,3,6,1
37,2.8982,4.272,1.9988,2.9999,1.4823,2.1688,space,0.1365,2,17,1
37,2.2997,6.7842,1.1226,2.4729,5.4216,3.1309,n,4.1281,2,11,1
37,2.1141,3.5512,1.4271,1.4489,1.765,1.3997,y,1.4062,3,3,1
37,1.9376,3.6487,2.7199,1.7705,2.0997,4.8823,n,6.9201,3,12,1
37,5.8315,2.7644,1.457,1.7989,2.2209,2.136,y,1.396,3,9,1
37,4.7639,3.2681,1.7214,2.5703,2.6902,1.3194,y,1.7115,2,5,1
37,6.6742,2.8839,2.2383,1.874,1.599,2.0822,space,0.1359,2,20,1
37,1.8894,5.9045,1.1202,1.3353,2.7844,1.6722,space,0.0142,1,13,1
