participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
57,2.301,1.916,1.117,1.253,1.281,1.317,y,1.034,3,4,1
57,1.264,2.935,1.065,1.473,1.699,1.882,n,1.694,3,10,1
57,1.548,3.217,1.601,2.819,1.624,1.317,space,0.076,3,22,1
57,3.385,2.569,1.732,1.831,2.465,2.05,y,1.708,1,2,1
57,1.765,2.957,1.193,1.508,2.049,1.434,space,0.209,3,13,1
57,3.299,2.99,1.616,1.85,1.737,1.391,y,1.075,1,5,1
57,2.692,4.318,1.083,1.491,1.193,1.533,space,0.188,2,15,1
57,2.151,4.952,0.915,1.286,1.94,1.383,y,1.337,3,1,1
57,1.889,11.426,0.997,1.015,1.363,1.397,space,1.402,1,23,1
57,3.389,2.424,1.542,1.284,1.323,1.292,space,1.275,2,21,1
57,2.083,2.532,0.815,1.183,1.072,1.607,n,1.511,3,7,1
57,1.482,2.616,1.203,1.132,1.374,1.508,n,0.617,1,8,1
57,1.808,3.266,1.056,1.238,1.203,1.29,space,1.264,3,19,1
57,1.019,3.439,1.2,1.455,1.981,1.033,n,3.406,1,11,1
57,1.446,3.024,1.316,1.117,1.648,3.107,space,1.218,1,14,1
57,2.059,2.489,2.101,1.899,2.95,1.798,space,0.39,2,24,1
57,2.192,3.219,0.998,1.499,1.331,1.484,y,0.836,2,9,1
57,1.99,4.16,0.867,1.267,1.635,1.132,y,1.503,2,3,1
57,2.566,3.051,1.698,1.487,1.235,1.637,space,0.743,1,20,1
57,1.149,2.351,2.099,1.509,1.116,1.308,n,1.008,2,12,1
57,1.688,2.258,1.666,1.581,1.215,1.273,space,0.083,3,16,1
57,2.301,3.43,0.808,1.151,1.771,1.471,space,0.091,1,17,1
57,1.464,3.6,2.385,1.131,2.105,1.842,space,0.355,2,18,1
57,1.843,1.983,1.204,1.431,2.34,1.752,y,1.272,2,6,1
