participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
92,15.0159,3.3243,1.2071,1.3322,1.274,1.1364,space,0.1891,3,15,1
92,3.8844,4.9617,1.4534,1.0286,1.2911,1.4584,y,0.5135,1,1,1
92,21.4196,2.2262,0.7856,0.9953,1.1028,0.9016,y,0.4816,1,4,1
92,18.5091,1.3833,1.3533,0.9984,1.5916,1.1361,space,3.685,2,14,1
92,1.5201,2.5184,1.1436,1.3987,1.7028,1.0819,space,13.6071,1,16,1
92,2.6809,3.3306,2.9612,2.0757,1.5025,1.8336,y,0.2938,3,9,1
92,1.5411,4.0099,0.7517,1.1952,1.7602,0.9651,space,5.5926,1,13,1
92,3.3084,4.5773,1.5466,1.6581,1.0567,1.1031,space,1.8539,3,18,1
92,2.8582,2.8289,1.0603,1.2696,1.2741,0.8654,space,0.478,2,17,1
92,3.6729,2.6246,1.5075,3.3747,3.3335,0.869,y,0.6166,2,5,1
92,10.3949,1.8752,1.3416,2.7735,1.242,1.4922,n,0.3384,2,8,1
92,2.8569,2.2277,0.9972,2.322,1.5353,0.2016,y,0.5806,2,2,1
92,1.3985,3.4408,1.0642,1.2074,2.302,0.8736,n,0.6407,2,11,1
92,1.836,3.9867,1.1094,1.2137,1.2852,1.1778,y,0.4132,3,6,1
92,1.515,2.7744,1.1363,1.4471,0.8689,1.4449,space,0.073,1,22,1
92,3.2283,2.4599,1.1944,1.1839,0.9191,2.1207,n,0.7203,1,7,1
92,2.5096,4.7862,1.1028,1.6921,1.5441,1.4337,space,0.1835,2,23,1
92,1.7376,2.7732,1.2697,0.879,0.9852,1.0189,y,0.5852,3,3,1
92,1.8291,2.7546,1.5253,1.1644,1.4984,1.5989,space,0.0967,3,24,1
92,1.8924,2.0034,0.8017,0.9197,1.0282,1.0321,n,1.019,1,10,1
92,2.6696,3.8441,2.4395,0.8775,1.2533,2.2221,y,9.8735,3,12,1
92,3.1283,2.5237,1.5375,1.5028,1.6428,1.3361,space,0.0669,3,21,1
92,2.1315,2.9845,1.1937,1.0862,1.3075,1.1576,space,1.492,2,20,1
92,3.7128,4.0097,0.9798,1.1408,1.3521,1.0697,space,2.2112,1,19,1
