participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
50,4.098,3.162,0.983,0.971,1.002,1.673,space,1.689,3,20,1
50,2.349,3.936,0.951,1.223,1.727,1.223,y,0.586,2,1,1
50,2.246,5.247,0.982,1.215,1.206,1.22,space,1.535,1,18,1
50,5.078,2.896,0.894,1.472,1.435,3.899,n,0.723,2,7,1
50,6.648,3.88,0.92,1.231,1.737,1.695,space,0.384,1,24,1
50,4.499,3.215,1.481,1.201,1.379,2.062,space,0.136,3,14,1
50,3.365,3.364,1.447,1.666,2.504,1.115,y,1.202,3,5,1
50,2.269,3.666,0.921,1.449,1.18,1.568,n,0.922,2,10,1
50,1.956,2.346,0.946,2.165,1.366,1.271,space,0.118,2,16,1
50,6.936,2.397,0.953,0.972,1.684,1.099,space,1.502,1,21,1
50,2.478,1.943,0.916,1.201,1.847,1.318,y,0.875,3,2,1
50,3.27,1.712,0.852,1.148,1.265,0.95,y,0.955,1,3,1
50,2.495,3.23,0.649,0.866,0.99,1.166,space,1.408,3,17,1
50,1.011,3.553,0.925,1.221,1.519,1.167,n,1.384,3,11,1
50,3.839,1.68,0.85,1.2,1.286,1.266,y,0.536,1,9,1
50,5.082,3.099,0.846,0.852,1,1.299,n,0.651,3,8,1
50,1.901,1.646,1.566,1.168,1.317,1.232,space,1.69,1,15,1
50,3.622,2.037,0.915,1.051,1.437,1.356,y,0.602,2,4,1
50,2.918,3.883,0.866,0.856,0.865,1.735,y,0.519,1,6,1
50,1.871,1.752,0.882,1.088,1.745,1.016,space,2.118,2,13,1
50,2.547,1.633,1.001,0.958,1.249,1.173,n,6.418,1,12,1
50,1.978,2.8,0.814,1.098,1.086,1.279,space,0.058,2,22,1
50,1.647,4.453,0.915,0.917,1.081,1.163,space,0.011,3,23,1
50,3.956,2.497,0.799,0.83,1.192,1.255,space,1.102,2,19,1
