participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
96,2.2596,3.5679,1.5549,2.9073,2.0865,1.6532,space,2.37,1,13,1
96,1.9672,3.122,1.7582,3.1297,3.4229,1.652,y,1.2524,2,2,1
96,2.9443,4.7123,1.5431,2.3486,1.8664,1.3799,space,2.0838,1,22,1
96,4.9071,3.4771,1.2495,1.3165,2.1397,1.4927,space,0.899,3,24,1
96,4.4246,3.4951,1.2837,1.9325,1.247,2.2322,y,0.998,3,6,1
96,11.3364,3.7052,1.1507,1.3756,1.2786,1.6122,y,1.8539,3,3,1
96,1.3999,6.3147,1.1838,1.7317,1.0207,1.3808,n,2.4513,3,12,1
96,5.1694,5.1012,1.0903,1.6844,1.747,1.1402,space,0.1901,2,17,1
96,3.8986,3.8935,1.1516,1.5723,2.2523,1.5367,y,1.5157,3,9,1
96,1.3345,7.337,2.8781,1.9453,10.0101,13.2996,space,0.1124,3,18,1
96,7.8046,6.3773,3.3203,1.3113,3.1026,0.987,n,1.2976,2,11,1
96,6.6438,2.0337,0.9872,1.4709,3.0776,1.9853,n,0.6236,2,8,1
96,2.1834,3.2049,3.4438,1.7575,1.499,2.1739,y,1.2393,1,1,1
96,4.2393,7.7848,1.1836,1.2271,1.56,2.4853,space,0.2783,2,14,1
96,4.2028,3.9295,1.2172,2.4401,1.3661,1.529,space,0.2401,2,23,1
96,1.7539,16.288,0.9502,2.0301,26.66,0.8679,n,1.3861,1,10,1
96,3.6889,2.5659,1.0499,1.3948,1.365,0.8809,y,1.2369,2,5,1
96,15.3781,3.4428,0.7438,1.4004,1.5399,5.9917,space,1.7794,1,19,1
96,3.2204,7.4366,1.0627,1.0894,1.0049,1.0667,space,0.7284,1,16,1
96,5.6983,1.7357,0.888,1.6515,5.7901,1.7549,space,0.1897,3,21,1
96,2.5086,7.3845,1.9217,7.3773,0.889,1.2228,space,0.1102,2,20,1
96,2.1155,2.2527,0.9006,0.9364,1.1505,1.4132,space,0.6477,3,15,1
96,14.5405,3.147,1.1561,0.9099,1.2099,1.1509,y,0.3561,1,4,1
96,40.8576,7.4068,0.8426,1.4347,2.4901,1.4472,n,3.5058,1,7,1
