participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
56,9.258,3.078,1.897,1.42,2.296,2.954,y,4.139,1,2,1
56,2.43,2.546,1.322,1.9,1.808,0.996,y,2.062,2,3,1
56,2.434,3.939,1.272,1.414,1.781,1.326,space,0.785,3,13,1
56,2.813,7.568,1.349,1.847,2.08,1.575,space,0.586,3,22,1
56,1.665,1.979,1.582,1.888,1.578,2.146,y,0.854,2,6,1
56,3.022,3.02,1.516,1.272,1.555,1.968,space,0.217,3,19,1
56,52.293,2.842,1.831,0.888,1.55,1.099,space,3.153,2,21,1
56,2.136,2.372,1.533,1.5,1.148,1.216,n,3.599,2,12,1
56,15.128,2.079,0.905,1.019,1.079,1.561,y,0.45,3,4,1
56,1.831,3.078,5.162,2.848,1.621,1.173,n,0.694,3,10,1
56,2.112,5.72,2.163,2.119,3.36,2.223,y,1.569,3,1,1
56,3.297,5.5,1.278,1.111,0.93,1.272,space,0.138,1,20,1
56,2.465,3.158,1.421,1.695,1.647,1.381,space,0.112,1,14,1
56,4.166,3.648,1.186,1.38,2.013,1.393,space,0.386,2,15,1
56,2.244,3.129,1.197,1.545,1.162,1.63,n,0.651,3,7,1
56,5.32,3.36,1.114,1.381,2.307,0.731,y,0.624,1,5,1
56,2.915,4.37,1.15,1.364,1.817,1.381,space,0.427,1,23,1
56,1.221,3.078,1.246,1.849,1.148,0.831,y,4.834,1,11,1
56,9.654,2.396,0.709,0.711,0.712,1.221,space,0.757,2,24,1
56,0.847,3.578,1.623,1.11,0.73,0.562,space,1.24,2,18,1
56,3.621,3.083,1.666,2.115,0.836,0.879,space,0.921,3,16,1
56,3.788,4.046,1.649,1.282,1.331,1.732,n,1.393,1,8,1
56,8.216,2.448,1.117,1.347,1.308,1.325,y,0.676,2,9,1
56,2.998,3.05,1.156,1.502,1.062,1.201,space,0.267,1,17,1
