participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
27,2.9442,2.1316,0.6659,1.2463,1.2782,1.295,y,0.3344,3,4,1
27,1.2334,2.3272,1.2046,1.1167,0.9845,0.739,space,0.4025,2,15,1
27,2.183,3.3864,0.9339,1.0271,1.055,0.8768,space,0.3354,3,13,1
27,1.2538,3.1627,0.7593,1.3437,0.7388,0.968,space,0.1236,3,16,1
27,0.8562,1.7284,1.0306,0.9791,0.7849,1.1468,n,6.7635,2,12,1
27,1.9015,3.8838,1.0013,1.5178,1.8347,0.7364,y,0.8241,3,1,1
27,1.1065,2.4796,0.6045,0.9427,1.167,0.7713,space,0.2085,1,17,1
27,1.013,1.4869,1.4003,1.3668,0.957,1.19,y,0.4573,2,6,1
27,0.5672,2.3672,0.8351,1.1547,1.5005,0.8506,n,1.0508,1,11,1
27,1.9286,2.9664,1.0262,0.6051,0.98,1.3176,space,0.1865,1,20,1
27,1.8096,2.3243,0.7126,1.2172,0.9797,0.9734,y,0.6578,1,2,1
27,2.0677,2.2671,0.6682,0.6712,1.262,0.5594,space,0.1506,1,5,1
27,2.7627,4.0543,0.7519,1.113,0.7233,0.9608,space,0.9729,3,19,1
27,1.5441,2.0551,1.0011,4.2577,1.13,1.0525,space,2.215,1,14,1
27,1.2965,2.0833,0.8975,1.4057,0.9632,0.8689,space,2.4595,3,22,1
27,1.1836,3.0335,1.284,1.0948,2.3246,1.0358,space,1.6524,2,24,1
27,1.0509,1.5678,1.2341,0.776,2.0428,0.9186,y,0.7709,2,3,1
27,0.7949,1.2247,1.8515,1.0275,1.0131,0.9842,n,0.7216,3,10,1
27,2.046,2.6835,0.8192,1.1269,0.8845,1.0362,n,4.3103,3,7,1
27,2.4337,4.7456,0.8454,0.7573,1.2516,1.1624,space,3.0536,1,23,1
27,2.0673,2.3782,0.6841,1.0229,0.89,0.8463,y,0.5197,2,9,1
27,1.184,1.7175,0.8841,0.9905,1.418,1.1175,n,0.6332,1,8,1
27,1.0837,1.996,0.885,0.868,0.9178,0.6258,space,1.9207,2,18,1
27,1.978,1.9943,1.0171,0.9882,0.8263,0.6356,space,2.8506,2,21,1
