participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
31,3.423,2.357,1.644,1.939,1.272,1.086,y,0.712,2,2,1
31,2.497,5.385,1.116,0.973,1.031,3.003,space,0.095,2,20,1
31,1.775,1.898,1.071,1.119,0.985,1.674,y,1.851,1,7,1
31,2.218,2.635,1.155,1.883,1.563,1.203,space,0.493,3,21,1
31,1.835,1.776,1.049,1.334,1.936,1.201,n,0.456,2,8,1
31,1.676,2.184,1.331,1.232,1.27,1.074,y,0.553,3,9,1
31,1.837,2.295,1.457,1.249,1.242,1.071,n,0.875,1,10,1
31,1.888,2.311,1.587,1.895,1.146,1.173,space,0.072,3,18,1
31,2.303,2.613,1.563,1.079,1.305,0.955,y,0.397,1,4,1
31,1.535,2.227,1.123,1.418,0.886,0.785,y,0.365,3,3,1
31,1.557,2.41,1.662,1.514,1.242,1.369,space,0.335,3,24,1
31,103.272,2.978,0.876,1.048,1.422,1.195,y,0.41,1,1,1
31,1.82,2.267,1.412,1.366,1.452,2.239,space,0.395,1,16,1
31,2.348,1.62,1.152,1.403,1.473,1.649,space,0.609,3,15,1
31,2.289,2.735,1.284,2.323,1.522,1.459,space,0.569,2,23,1
31,1.512,1.863,1.868,1.628,1.458,1.579,y,1.874,3,12,1
31,1.684,1.743,1.383,1.303,1.31,1.837,y,0.479,3,6,1
31,1.484,4.041,1.484,2.252,1.961,1.547,y,1.229,2,11,1
31,2.928,3.937,1.926,1.389,1.721,1.57,space,0.005,2,14,1
31,1.321,2.143,1.554,1.613,1.448,1.598,space,0.488,1,22,1
31,1.812,4.947,1.954,1.223,1.333,1.338,space,0.549,1,19,1
31,1.637,1.787,0.799,1.194,3.428,1.359,y,0.382,2,5,1
31,2.179,2.324,1.206,2.14,1.741,1.098,space,0.407,2,17,1
31,1.93,18.928,1.534,1.473,1.225,1.319,space,0.321,1,13,1
