participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
44,3.094,4.153,2.374,2.638,2.879,2.742,n,0.623,3,8,1
44,2.809,3.101,2.151,2.227,2.353,2.301,space,1.525,1,15,1
44,9.695,4.555,2.22,2.205,2.008,2.103,y,0.99,3,5,1
44,4.397,3.234,1.854,3.477,3.42,2.502,space,1.686,2,22,1
44,3.103,3.985,2.826,2.685,2.056,2.252,space,0.759,3,17,1
44,3.004,3.421,2.519,2.233,2.741,2.269,y,1.434,3,2,1
44,1.817,2.952,2.051,2.892,3.27,2.652,y,0.885,2,1,1
44,2.87,2.767,2.975,3.778,2.175,1.551,y,0.774,2,10,1
44,3.334,4.638,2.435,2.72,2.184,2.269,n,0.821,2,7,1
44,1.85,4.886,2.005,2.511,2.392,2.218,space,0.237,2,16,1
44,4.252,4.756,2.378,2.241,2.438,2.362,space,0.186,2,13,1
44,2.021,2.864,2.059,2.205,3.735,1.993,y,0.634,1,6,1
44,2.76,3.018,2.157,3.018,2.456,1.826,n,1.512,3,11,1
44,6.788,5.927,1.754,1.947,2.085,2.038,y,0.887,1,3,1
44,1.603,3.639,2.322,1.96,1.985,2.184,n,3.037,1,12,1
44,6.117,7.511,2.657,2.808,6.296,2.923,space,0.367,1,24,1
44,2.734,1.872,1.601,1.644,1.504,1.568,space,0.352,3,14,1
44,2.391,5.806,3.002,2.719,1.726,1.901,space,0.35,3,23,1
44,2.19,2.201,1.883,2.061,2.073,2.177,y,0.622,1,9,1
44,3.102,2.557,2.487,2.355,2.969,2.48,space,0.094,1,18,1
44,4.404,2.753,2.003,1.708,1.899,2.141,space,0.383,3,20,1
44,2.645,3.417,1.471,1.984,1.474,1.808,space,0.067,2,19,1
44,2.586,2.127,1.339,1.323,1.5,1.437,space,0.11,1,21,1
44,4.008,1.745,1.987,1.878,1.656,1.6,y,0.638,2,4,1
