participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
112,2.2308,2.981700001,2.1681,2.6751,1.828,2.060599999,n,2.7745,2,12,1
112,4.0503,5.2982,1.9653,2.064,1.6151,1.8739,space,0.535900001,2,15,1
112,3.0761,3.7,2.168,1.8708,1.9305,2.211099999,space,0.3565,3,19,1
112,2.952,3.5853,2.5515,1.4371,1.5848,2.101299999,y,2.8011,3,7,1
112,2.800700001,4.2639,2.0246,2.425700001,2.055,1.921,space,0.2896,1,20,1
112,3.0235,4.6104,1.3926,1.2956,1.703900001,2.101700001,space,0.3324,2,21,1
112,2.387,4.0454,2.018700001,2.6175,2.048,2.0148,space,0.5312,2,18,1
112,1.5184,4.917299999,1.9518,1.5189,2.169099999,1.719099999,y,1.284799999,3,1,1
112,1.785099999,3.8682,1.7853,2.3182,2.435099999,1.47,y,1.518400001,1,11,1
112,3.2958,3.5353,2.0775,2.4616,3.2864,1.4609,y,1.8103,1,5,1
112,3.1195,3.2959,1.8116,2.2383,1.6855,2.447,space,0.3235,1,14,1
112,2.9544,4.307,1.6006,2.1638,1.869900001,1.581,y,2.137900001,2,3,1
112,1.8685,3.8128,1.5145,2.2803,1.8838,1.906,space,0.099,3,16,1
112,3.7125,2.4405,1.3967,1.9165,2.031599999,1.7149,y,1.1408,3,4,1
112,1.9595,2.5271,1.8495,2.6905,2.0631,1.931,y,1.4893,2,9,1
112,1.1979,2.454900001,1.9152,1.8677,1.799900001,1.4866,n,1.4523,3,10,1
112,2.204099999,3.1471,1.451599999,1.9323,2.2882,2.1316,y,0.8715,2,6,1
112,2.768,3.1014,1.5186,2.1844,2.7852,2.135,space,0.3703,3,22,1
112,6.5118,2.3922,0.7449,1.5471,1.216099999,1.7739,space,0.7385,1,17,1
112,2.345400001,3.548099999,2.1635,1.9807,2.4136,1.7152,y,0.8217,1,2,1
112,1.6794,3.6795,1.3306,1.297799999,1.4002,1.6506,space,0.1432,1,23,1
112,2.229799999,3.662599999,1.5977,1.599900001,1.8164,2.246400001,space,0.0757,2,24,1
112,1.4666,2.2144,1.1621,1.3325,2.3079,1.714,space,0.094,3,13,1
112,1.702900001,2.984099999,1.4168,1.7645,1.864400001,1.7149,n,0.7351,1,8,1
