participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
108,2.494,4.338,1.63,3.073,1.825,1.943,space,0.563,1,18,1
108,15.456,4.511,1.758,2.329,1.614,1.672,y,1.299,1,3,1
108,3.271,4.109,1.843,1.626,1.927,1.404,space,0.07,2,22,1
108,2.524,3.424,1.225,1.327,1.288,2.839,space,0.389,1,15,1
108,2.588,4.12,1.885,3.062,1.779,1.404,n,1.194,3,8,1
108,4.341,3.601,1.073,1.852,1.314,1.397,space,27.336,3,17,1
108,1.432,4.055,1.74,1.58,1.824,1.917,space,15.763,2,16,1
108,14.414,3.591,1.527,1.785,2.875,1.705,n,1.521,3,11,1
108,18.801,2.771,1.23,1.524,1.784,1.989,space,1.309,2,19,1
108,3.01,3.747,2.451,1.821,2.372,1.911,y,1.261,3,2,1
108,12.294,2.35,1.563,1.171,1.718,3.23,y,1.458,1,6,1
108,1.847,2.434,1.245,1.231,0.991,1.844,n,3.885,1,12,1
108,1.079,2.793,2.433,1.319,1.832,1.495,y,3.424,2,1,1
108,1.453,3.274,1.452,1.25,1.756,1.544,space,0.85,3,23,1
108,2.398,2.9,1.332,1.407,2.328,2.514,space,0.222,1,24,1
108,2.01,2.689,1.087,0.9,1.16,1.303,n,0.762,2,7,1
108,3.497,2.761,1.459,1.012,1.179,1.729,space,0.755,3,20,1
108,17.1,2.452,1.13,0.917,1.418,1.263,space,0.728,1,21,1
108,1.645,1.801,0.834,1.053,2.063,1.184,y,0.869,2,4,1
108,1.262,1.984,0.764,1.362,2.346,1.864,y,1.035,1,9,1
108,84.646,1.911,0.562,0.827,1.28,1.17,space,0.084,2,13,1
108,2.884,5.886,1.719,1.386,2.296,1.114,y,0.628,3,5,1
108,2.412,2.15,1.201,1.033,0.968,1.133,space,88.016,3,14,1
108,1.216,2.667,0.653,1.136,1.697,1.264,n,0.975,2,10,1
