participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
99,5.12,4.5506,0.7524,1.2088,1.4815,2.2114,y,0.411,1,1,1
99,3.4916,2.1722,1.1017,1.8062,1.2018,1.3322,space,0.0951,1,19,1
99,4.3767,3.4097,0.9544,1.0209,1.1893,1.024,space,0.9274,1,22,1
99,1.7163,1.8531,1.1867,1.0783,1.3357,1.1428,space,1.234,2,20,1
99,1.6071,3.4675,0.9608,1.2145,2.8658,2.2107,space,2.5067,3,18,1
99,2.9939,2.7338,0.8782,0.8098,0.9499,0.8848,space,1.1403,2,17,1
99,2.6836,1.6839,0.8606,1.3759,2.2362,1.0423,space,0.9436,3,21,1
99,2.0477,1.8601,1.0525,0.8521,1.1364,1.0501,space,1.5223,1,13,1
99,2.7003,1.7511,0.6691,1.2644,0.8692,0.9873,y,0.4253,1,4,1
99,1.5746,1.557,0.732,1.0487,1.1936,1.2851,space,1.0768,2,14,1
99,3.1516,1.5468,0.7309,4.0214,1.859,0.4665,y,0.2004,2,5,1
99,0.8913,1.8271,0.8266,1.5989,1.1952,0.9399,n,0.3417,2,11,1
99,1.5439,2.2963,0.6174,2.0039,1.0212,1.8099,n,0.0723,2,8,1
99,1.1121,1.791,0.9308,0.884,0.8976,0.8754,space,0.6912,3,15,1
99,0.7403,1.5679,0.7628,1.0901,0.854,1.0175,y,1.3513,3,12,1
99,6.4613,3.7922,0.5667,0.9308,0.6532,0.9058,n,0.2393,1,7,1
99,1.3569,1.4358,1.5109,1.1028,0.8978,0.7393,y,0.1011,3,3,1
99,3.1841,3.3393,0.9327,1.0446,1.3306,1.3166,n,0.3083,1,10,1
99,1.1297,2.1091,0.9944,0.7269,0.9418,1.2002,space,1.5184,3,24,1
99,1.0073,1.8979,0.7396,0.881,0.8506,1.291,y,0.3451,3,6,1
99,1.1043,2.0916,0.6504,1.1149,1.6554,1.0087,y,0.0488,3,9,1
99,1.4337,4.4652,0.6588,0.6959,0.9817,0.9274,space,1.7119,2,23,1
99,0.9839,2.0365,0.7838,0.7671,1.6912,1.0427,space,1.102,1,16,1
99,2.4146,1.738,0.6811,1.2088,2.0628,0.876,y,0.3848,2,2,1
