participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
74,1.831,2.156,0.779,1.165,0.798,0.966,n,1.635,1,12,1
74,8.48,2.255,0.874,1.064,0.823,1.012,y,0.634,1,3,1
74,0.81,2.105,1.055,0.745,0.906,0.6,n,0.417,2,10,1
74,45.122,1.354,0.844,2.298,3.307,0.79,y,0.503,2,4,1
74,1.288,1.672,0.541,0.832,1.205,0.925,space,0.333,3,17,1
74,1.024,1.971,0.726,1.223,0.956,1.058,space,2.184,1,18,1
74,1.392,1.055,0.642,0.693,0.84,1.044,space,7.97,3,14,1
74,1.873,2.588,4.973,4.924,1.64,1.161,y,3.159,2,7,1
74,1.615,1.37,0.891,0.908,0.619,4.383,y,0.318,1,6,1
74,1.199,1.42,0.651,0.627,0.974,1.225,space,1.996,1,15,1
74,2.347,1.467,0.74,0.712,1.083,0.692,space,0.117,1,21,1
74,1.139,1.64,0.637,0.895,1.272,0.826,n,1.317,3,11,1
74,1.362,1.588,0.52,0.615,1.058,0.709,space,0.753,2,13,1
74,1.854,1.91,0.761,0.67,0.674,1.017,space,0.168,3,20,1
74,1.599,1.349,0.624,0.602,0.743,0.658,n,0.186,3,8,1
74,1.976,1.787,0.64,1.117,1.146,0.547,y,0.768,3,5,1
74,2.985,1.601,0.574,0.655,0.631,1.252,space,0.309,1,24,1
74,1.681,2.221,0.693,0.559,0.989,0.707,y,0.867,2,1,1
74,1.422,1.171,0.71,1.008,1.292,1.098,y,2.027,1,9,1
74,1.261,2.354,0.512,0.625,0.958,0.615,space,0.488,3,23,1
74,1.29,1.373,0.613,0.476,0.433,0.892,space,0.804,2,19,1
74,4.393,2.809,0.74,0.858,0.593,0.693,space,0.006,2,16,1
74,1.141,1.403,1.658,0.59,0.524,0.69,space,0.501,2,22,1
74,1.321,1.575,0.64,0.79,1.457,0.93,y,0.873,3,2,1
