participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
24,1.714,1.569,0.77,0.679,0.484,0.343,y,0.717,2,9,1
24,1.218,1.573,0.632,0.522,0.522,0.491,n,1.05,1,8,1
24,1.331,0.816,0.558,0.482,0.499,1.334,y,0.684,2,6,1
24,0.722,1.271,0.587,0.576,0.506,0.57,n,1.434,1,11,1
24,1.417,0.938,0.592,0.499,0.439,0.484,space,0.387,2,24,1
24,0.504,1.206,0.568,0.564,0.993,0.918,y,0.227,3,1,1
24,1.209,0.984,0.621,0.401,0.418,0.483,space,0.091,2,15,1
24,1.034,0.934,0.498,0.516,0.432,0.4,space,0.125,3,22,1
24,2.466,1.738,0.547,0.824,0.737,1.116,space,0.042,1,23,1
24,1.808,1.557,0.617,1.105,0.657,0.542,y,0.893,1,5,1
24,2.255,0.541,0.601,0.405,0.385,0.385,space,0.304,1,20,1
24,1.184,1.804,0.523,0.47,0.471,0.483,n,0.339,3,7,1
24,1.698,0.833,0.583,0.499,0.323,0.332,space,0.306,2,21,1
24,0.618,1.707,0.565,0.558,0.533,0.433,n,0.408,3,10,1
24,0.616,1.174,0.608,0.624,0.565,0.642,n,0.887,2,12,1
24,0.949,1.182,0.65,0.592,0.499,0.499,space,0.387,3,16,1
24,0.716,1.232,0.503,0.456,0.457,0.408,y,1.535,2,3,1
24,1.798,1.286,0.617,0.393,0.371,0.407,y,0.051,1,2,1
24,1.435,2.339,0.423,0.458,0.31,0.553,y,0.519,3,4,1
24,0.966,0.808,0.466,0.508,0.534,0.466,space,0.25,3,13,1
24,0.865,0.659,1.084,0.469,0.358,0.4,space,0.051,1,14,1
24,1.183,1.968,0.469,0.399,0.549,0.766,space,0.016,1,17,1
24,0.887,1.832,0.498,0.405,0.57,0.587,space,5.866,2,18,1
24,1.1,0.448,0.292,0.408,0.372,0.369,space,0.191,3,19,1
