participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
51,3.605,3.777,1.868,2.873,2.545,4.487,y,1.478,2,9,1
51,5.043,4.537,2.169,2.686,3.122,1.87,space,0.844,3,19,1
51,3.321,2.67,1.123,1.723,1.224,1.273,space,2.392,3,22,1
51,2.104,4.176,3.07,2.911,2.883,2.173,space,1.583,3,16,1
51,2.774,3.034,2.988,4.473,2.875,2.67,space,1.564,1,14,1
51,2.172,3.321,2.091,2.091,1.874,1.656,n,1.226,3,10,1
51,2.875,3.17,1.223,1.222,1.673,1.44,space,1.209,2,18,1
51,2.377,2.123,1.069,1.074,1.075,1.175,space,2.78,1,23,1
51,28.636,2.279,1.221,1.241,1.624,1.123,y,2.826,3,1,1
51,1.073,1.77,0.774,4.874,2.625,1.608,space,11.707,3,13,1
51,1.717,2.467,0.922,0.874,1.022,1.374,space,3.927,1,20,1
51,2.831,0.913,1.123,1.29,0.573,0.974,space,1.476,2,21,1
51,1.62,1.422,1.027,1.072,1.274,0.825,n,5.943,1,11,1
51,1.92,2.22,1.37,1.571,2.169,0.792,y,0.874,1,5,1
51,1.263,1.672,1.219,1.225,1.175,1.675,y,0.775,2,6,1
51,1.274,2.141,0.971,0.975,0.924,1.674,space,0.809,2,24,1
51,1.369,1.943,1.118,1.072,1.224,1.274,n,0.626,1,8,1
51,0.922,1.873,1.172,0.974,1.226,1.424,n,1.427,2,12,1
51,0.919,0.92,0.82,1.009,0.723,1.124,n,0.929,3,7,1
51,1.774,1.527,0.818,1.121,1.307,1.072,y,0.575,3,4,1
51,2.867,1.669,1.025,0.873,1.619,1.323,y,1.806,1,2,1
51,1.07,0.976,0.714,0.672,2.723,1.273,space,1.118,2,15,1
51,1.288,1.69,0.821,0.994,1.124,0.773,y,1.126,2,3,1
51,2.124,1.824,0.869,2.922,3.438,3.403,space,0.112,1,17,1
