participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
58,2.5131,2.5683,1.3689,0.9636,0.6908,0.676,y,0.3576,2,3,1
58,5.1702,1.4369,0.6138,0.8976,1.3143,0.8022,y,1.1266,1,2,1
58,1.3036,1.9625,0.9823,1.2298,0.9092,0.8799,n,0.6893,3,10,1
58,2.1828,4.6054,0.8329,1.2807,1.2125,0.7621,n,0.3893,1,8,1
58,1.6456,2.1617,0.5858,0.6692,0.8291,0.8983,space,0.7276,3,22,1
58,0.7732,4.8744,0.6964,1.163,2.2878,0.6823,n,0.8883,1,11,1
58,1.8978,1.5744,0.6296,1.0629,1.5474,0.9289,n,7.2098,2,12,1
58,2.1727,2.1461,0.8385,0.6214,1.596,0.8666,space,0.0743,2,24,1
58,2.8006,1.3548,0.6561,0.7516,0.9633,0.7855,space,0.0284,2,21,1
58,1.3215,1.5626,1.3297,1.0636,0.9962,1.5651,space,0.6438,2,18,1
58,3.3281,1.8284,0.613,0.8227,1.6997,0.8461,y,0.2459,3,1,1
58,1.9359,1.7197,0.5318,0.619,0.5953,0.6481,space,1.5678,1,17,1
58,2.539,1.5628,0.6345,1.2307,0.7923,0.741,space,1.0709,3,16,1
58,1.8298,1.4616,0.5295,0.6462,0.8385,0.9158,space,0.2053,1,20,1
58,6.9957,1.9026,0.616,0.6341,0.916,1.0085,space,0.4935,1,14,1
58,1.0506,1.6652,2.1487,0.5975,0.7057,0.5506,y,0.4424,1,5,1
58,4.132,3.2789,0.7691,0.9799,0.6026,0.7463,space,0.0438,3,19,1
58,1.19,2.337,0.5316,0.6954,0.707,0.7035,space,0.2842,2,15,1
58,0.9627,2.0378,0.4858,0.6256,0.7574,0.7368,y,0.176,3,4,1
58,1.1803,3.2494,0.447,0.55,0.6372,0.8642,space,0.3626,1,23,1
58,1.722,2.3151,0.6762,0.6245,0.704,0.7731,space,0.637,3,13,1
58,1.8397,1.4326,0.7972,1.0324,1.0507,0.8144,y,0.1941,2,9,1
58,1.2614,2.8963,0.5218,0.5129,0.6724,0.8686,n,0.6238,3,7,1
58,0.889,1.1466,0.7259,0.6125,1.1134,1.2618,y,0.3016,2,6,1
