participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
91,7.237,1.975,1.924,1.925,1.562,1.692,space,0.519,3,15,1
91,33.847,3.068,1.577,1.989,2.256,1.66,y,0.9,2,2,1
91,2.14,5.096,0.996,1.777,1.545,1.362,space,0.836,2,23,1
91,2.82,6.391,13.152,5.761,2.956,5.691,space,0.137,2,17,1
91,4.265,1.693,0.996,1.876,2.024,1.328,y,1.964,1,4,1
91,5.51,4.099,2.59,2.207,2.126,1.51,space,0.401,3,18,1
91,3.388,6.388,2.605,1.76,1.427,1.329,n,0.919,2,8,1
91,36.654,6.769,0.962,1.41,1.378,1.492,space,0.003,1,22,1
91,3.949,4.265,1.809,1.46,1.777,1.71,space,0.024,2,20,1
91,0.865,3.337,1.245,2.442,2.741,1.127,y,2.611,1,1,1
91,1.743,2.14,1.18,4.216,1.891,1.345,space,0.319,2,14,1
91,3.783,3.052,1.676,1.762,1.361,0.946,space,0.088,3,21,1
91,2.573,2.272,0.979,2.455,1.194,1.76,y,1.58,3,3,1
91,4.998,4.229,2.076,1.791,1.312,1.876,space,0.07,1,16,1
91,4.555,2.398,0.93,1.296,1.012,1.443,n,2.379,1,7,1
91,2.21,4.033,1.459,1.842,7.122,4.151,n,7.175,1,10,1
91,19.738,4.911,1.758,1.363,1.178,1.294,n,7.925,3,12,1
91,2.258,8.515,0.762,1.163,2.123,0.946,space,0.053,1,13,1
91,4.137,5.557,1.592,3.169,1.894,0.962,y,3.227,2,5,1
91,1.378,2.471,1.028,1.609,1.727,1.447,y,1.366,3,9,1
91,5.359,3.454,1.179,1.444,0.963,2.26,y,1.715,3,6,1
91,4.88,4.198,1.993,1.99,1.793,4.88,space,0.12,3,24,1
91,22.227,5.808,0.764,0.812,1.046,1.062,space,0.039,1,19,1
91,0.681,1.26,1.642,3.321,2.144,1.48,n,1.747,2,11,1
