participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
113,8.6619,10.2769,2.473,1.6838,1.659,3.5225,space,0.2439,3,19,1
113,2.0752,11.2237,1.6096,2.0839,2.16,2.3365,y,3.4793,3,4,1
113,1.5581,3.3101,4.1444,2.2947,2.041,2.6646,y,2.0475,2,6,1
113,3.1579,13.1491,1.6281,5.2439,2.235,2.7744,space,0.0917,3,13,1
113,2.3995,4.3927,1.8551,2.463,2.497,2.0895,y,5.7501,2,9,1
113,2.2597,3.4267,1.3919,2.5779,2.4216,1.592,space,0.2414,2,15,1
113,2.3289,5.1495,2.6727,2.7991,3.5157,2.0934,n,3.4154,3,1,1
113,3.4713,18.2839,1.586,1.6788,2.1227,1.9002,space,0.0761,1,23,1
113,6.8924,5.0497,2.0052,1.9479,1.7666,3.0571,space,0.1105,2,24,1
113,4.0655,3.8468,2.5534,2.2449,2.0163,1.8182,n,1.0626,1,8,1
113,1.9935,7.9984,3.5394,2.4216,2.1178,1.7832,y,3.9608,2,12,1
113,3.0328,4.8164,2.8811,2.1125,4.9597,1.2104,space,0.2837,2,21,1
113,2.6058,9.4266,2.0012,2.0867,0.5846,3.1156,space,0.2551,1,17,1
113,4.4418,5.2931,2.8843,2.753,3.0756,1.2155,n,5.3223,1,5,1
113,2.9758,7.9088,3.0165,2.2715,2.0262,1.5969,space,0.1655,3,16,1
113,1.9423,6.3051,1.659,1.8307,2.5133,1.1513,y,1.175,2,3,1
113,4.8077,6.4145,1.9637,1.9334,1.4575,2.2815,space,0.3239,1,14,1
113,3.2405,5.0522,2.5398,2.0217,1.4532,1.7953,n,1.3635,3,7,1
113,1.3283,5.6662,1.11,3.4504,5.2889,1.4446,space,0.2421,2,18,1
113,1.1938,6.619,3.6307,3.4857,2.8488,1.9208,n,4.8444,3,10,1
113,1.7257,8.7043,1.9344,2.8478,2.4488,1.5071,n,3.0166,1,11,1
113,4.6134,4.7619,2.5211,1.6166,2.0797,2.1615,space,0.2856,1,20,1
113,4.9343,4.3147,1.3893,2.1418,3.429,1.8077,y,2.7302,1,2,1
113,2.8766,6.3605,2.2253,1.7631,2.0106,3.5767,space,0.0904,3,22,1
