participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
23,1.8558,3.2742,1.7054,1.5139,1.284,1.0737,y,0.5956,2,3,1
23,2.4219,2.3733,1.2926,2.0017,1.0547,1.9345,y,0.5714,2,9,1
23,1.2389,2.8716,0.9163,1.106,1.1468,1.0649,space,0.1229,3,13,1
23,1.1853,4.2239,0.6641,0.7679,0.8534,0.9342,space,2.4495,1,23,1
23,1.2657,2.8158,0.763,1.7437,1.9182,0.8504,space,2.1215,2,21,1
23,1.4166,1.2415,0.6524,0.8987,0.7011,1.085,space,2.8511,1,14,1
23,7.4457,1.1732,0.6964,0.7335,0.7929,1.0854,space,1.6909,3,19,1
23,1.2915,2.5143,0.6341,0.6904,0.9516,0.8356,space,3.993,3,22,1
23,2.213,2.0607,1.1879,1.0828,1.1893,1.1343,y,0.425,1,2,1
23,0.8197,3.1542,1.3422,3.3329,1.1346,1.0553,y,1.569,3,10,1
23,1.3384,5.5375,0.985,1.1197,0.9757,1.2116,space,2.754,2,18,1
23,1.77,2.2843,0.8698,0.9568,2.0348,1.2317,space,0.0388,2,24,1
23,1.1875,1.1972,1.1895,1.1852,1.1536,1.4344,y,0.6432,2,6,1
23,2.0473,2.1181,0.6837,0.6168,0.898,0.8177,space,0.9052,1,17,1
23,2.4041,1.9716,0.7007,0.8048,0.8341,1.2586,space,0.3444,1,20,1
23,1.9489,1.8819,0.9197,0.987,1.0699,0.9499,n,0.2906,1,8,1
23,1.8451,1.5477,1.05,0.8949,0.7549,1.1135,n,0.6887,3,7,1
23,1.8652,2.4114,1.0678,1.3481,1.4009,1.185,space,0.3108,2,15,1
23,1.4174,2.684,1.3524,1.4356,1.5589,1.6838,space,0.4182,3,16,1
23,1.7583,2.2814,1.8838,1.5678,1.4163,1.289,y,0.6,3,4,1
23,1.1353,2.9687,1.283,1.4179,1.4994,5.5032,n,5.262,1,11,1
23,1.17,1.9759,1.6325,2.1338,0.9191,0.8696,n,0.9948,2,12,1
23,1.6578,2.1021,1.1124,1.2362,1.2322,1.2224,y,0.2767,3,1,1
23,2.1541,2.0243,1.7481,1.8147,4.974,0.9903,y,0.519,1,5,1
